"","words","term.freq","doc.freq"
"369","done",104,1
"370","course",99,1
"371","prove",25,1
"372","advan",1,1
"373","posed",3,1
"374","tlial",1,1
"375","ameer",2,1
"376","lordships",1,1
"377","mid",15,1
"378","con",78,1
"379","rights",19,1
"380","minority",7,1
"381","safer",4,1
"382","e,,u",1,1
"383","growth",44,1
"384","draw",19,1
"385","authorities",40,1
"386","unjah",1,1
"387","rider",1,1
"388","thoir",1,1
"389","judgement",3,1
"390","liands",1,1
"391","council",67,1
"392","ervicoi",1,1
"393","greatly",20,1
"394","rvtanle",1,1
"395","effect",56,1
"396","amount",101,1
"397","lac",6,1
"398","rui",1,1
"399","accoixlingly",1,1
"400","reserved",6,1
"401","gate",10,1
"402","western",220,1
"403","aiid.control",1,1
"404","afghans",2,1
"405","alunit",3,1
"406","allow",20,1
"407","msc",1,1
"408","vacation",12,1
"409","owing",43,1
"410","sev",2,1
"411","i»iu",1,1
"412","miui»trr",1,1
"413","pni-ik",1,1
"414","work",304,1
"415","musl",1,1
"416","n,r",1,1
"417","industries",50,1
"418","rising",8,1
"419","vommvrve",1,1
"420","demie",1,1
"421","res;»,indent",1,1
"422","issue",81,1
"423","in-kport.iree",1,1
"424","i'.iin",1,1
"425","claimed",22,1
"426","dire",5,1
"427","heirs",1,1
"428","died",47,1
"429","called",82,1
"430","peal",2,1
"431","divided",14,1
"432","favour",2,1
"433","course,separately",1,1
"434","presented",34,1
"435","tliv",1,1
"436","hit",18,1
"437","final",19,1
"438","proposition",7,1
"439","ear)suiter",1,1
"440","instances",6,1
"441","arbor",2,1
"442","appellant",2,1
"443","copied",1,1
"444","set",85,1
"445","ark",3,1
"446","completed",34,1
"447","froo",1,1
"448","common",48,1
"449","evening",45,1
"450","day",231,1
"451","arrived",48,1
"452","accounts",15,1
"453","right",108,1
"454","wbuh",1,1
"455","alarm",5,1
"456","clock",21,1
"457","strikes",6,1
"458","slain",1,1
"459","prime",49,1
"460","life",259,1
"461","melrose",1,1
"462","tweed",12,1
"463","cape",11,1
"464","town",99,1
"465","ntry",1,1
"466","cheers",3,1
"467","tliose",1,1
"468","communities",22,1
"469","pacific",88,1
"470","west",138,1
"471","follow",34,1
"472","ing",127,1
"473","flout",1,1
"474","english",92,1
"475","widely",13,1
"476","mail",48,1
"477","ult",1,1
"478","shows",58,1
"479","interest",161,1
"480","quest",3,1
"481","ions",13,1
"482","britain",214,1
"483","project",10,1
"484","entertained",6,1
"485","fifty-eight",1,1
"486","yean",5,1
"487","survey",32,1
"488","estimate",14,1
"489","costs",27,1
"490","engineer",11,1
"491","telford",2,1
"492","railways",38,1
"493","ushered",1,1
"494","delusion",2,1
"495","mile",21,1
"496","construct",15,1
"497","railway",199,1
"498","sub",8,1
"499","ver",12,1
"500","tons",47,1
"501","burthen",1,1
"502","depth",11,1
"503","route",52,1
"504","defined",5,1
"505","foi",10,1
"506","stance",2,1
"507","scheme",26,1
"508","proposed",20,1
"509","hold",44,1
"510","equal",37,1
"511","capacity",32,1
"512","sii",3,1
"513","lowei",1,1
"514","mitted",2,1
"515","majesty",18,1
"516","highest",77,1
"517","class",44,1
"518","inter-channel",1,1
"519","steamers",8,1
"520","foliage",2,1
"521","importance",67,1
"522","central",164,1
"523","ece",2,1
"524","birch",6,1
"525","bark",5,1
"526","southern",35,1
"527","hamilton",60,1
"528","ftnd",3,1
"529","tfu",1,1
"530","accouut",1,1
"531","tha",12,1
"532","england:canada",40,1
"533","browne",1,1
"534","designed",24,1
"535","submitted",20,1
"536","governor",33,1
"537","general",234,1
"538","approbation",2,1
"539","coat",12,1
"540","arms",15,1
"541","express",31,1
"542","true",70,1
"543","heraldic",1,1
"544","manner",38,1
"545","countly",1,1
"546","simple",21,1
"547","drawn",14,1
"548","remem",1,1
"549","shield",6,1
"550","consists",10,1
"551","gold-or",1,1
"552","lillies",1,1
"553","upm",2,1
"554","blue",21,1
"555","round",24,1
"556","ancient",13,1
"557","surmounted",2,1
"558","chief",71,1
"559","upper",47,1
"560","yui",1,1
"561","red",95,1
"562","wiiich",1,1
"563","lion",34,1
"564","crest",1,1
"565","mural",1,1
"566","crow",3,1
"567","suggest",6,1
"568","siege",1,1
"569","quebec",185,1
"570","emblem",2,1
"571","olden",3,1
"572","times",102,1
"573","heralds",2,1
"574","dis-t",1,1
"575","nguislied",1,1
"576","fortified",3,1
"577","beaver",4,1
"578","holding",14,1
"579","leaf",10,1
"580","paw",1,1
"581","supporters",8,1
"582","brown's",1,1
"583","design",14,1
"584","indian",33,1
"585","settler",4,1
"586","maripiis",1,1
"587","iiorne",1,1
"588","suggested",17,1
"589","adoption",15,1
"590","bears",7,1
"591","ippronriate",1,1
"592","motto",5,1
"593","geneial",2,1
"594","col",25,1
"595","dewintoii",1,1
"596","brown",31,1
"597","stay",16,1
"598","shott",1,1
"599","marfjuis",1,1
"600","lanudowiie",1,1
"601","montrai",1,1
"602","ready",50,1
"603","traced",7,1
"604","lam",3,1
"605","glpt",1,1
"606","fitàdean",1,1
"607","dying",3,1
"608","thai",1,1
"609","hard",44,1
"610","says",129,1
"611","diver",1,1
"612","horrible",3,1
"613","fate",18,1
"614","teeth",7,1
"615","grated",3,1
"616","ciosed",1,1
"617","emi,.iir",1,1
"618","heraelf",1,1
"619","old",195,1
"620","settlor",1,1
"621","writes",16,1
"622","fortune",12,1
"623","assume",9,1
"624","duties",44,1
"625","point",118,1
"626","material",51,1
"627","rity",1,1
"628","moral",9,1
"629","contentment",4,1
"630","exhibited",8,1
"631","brilliant",16,1
"632","prosiwet",1,1
"633","offered",36,1
"634","future",139,1
"635","position",101,1
"636","satisfactory",36,1
"637","assured",15,1
"638","mayor",16,1
"639","believe",48,1
"640","justified",6,1
"641","attributing",2,1
"642","happy",32,1
"643","result",87,1
"644","wisely",4,1
"645","framed",5,1
"646","stitutfons",1,1
"647","degree",18,1
"648","weakening",4,1
"649","alliance",5,1
"650","mother",36,1
"651","colony",19,1
"652","afforded",12,1
"653","freest",2,1
"654","scope",7,1
"655","qualities",13,1
"656","national",272,1
"657","enterprise",22,1
"658","self-reliance",1,1
"659","conspicuous",5,1
"660","convenience",7,1
"661","t;f",1,1
"662","abroad",40,1
"663","stage",24,1
"664","development",86,1
"665","need",90,1
"666","employment",44,1
"667","new-capital",1,1
"668","channels",5,1
"669","securities",7,1
"670","purchase",35,1
"671","tin-debt",1,1
"672","deferred",2,1
"673","history",100,1
"674","gazette",29,1
"675","wmanv",1,1
"676","lle",1,1
"677","payable",36,1
"678","deal",43,1
"679","th""ukht",1,1
"680","llla'lk",1,1
"681","m,ire",1,1
"682","dif",1,1
"683","foamed",1,1
"684","spreading",8,1
"685","heavy",36,1
"686","spray",6,1
"687","excellency",13,1
"688","honorable",17,1
"689","erections",1,1
"690","skil",1,1
"691","lansdowne",9,1
"692","management",22,1
"693","boat",18,1
"694","safe",26,1
"695","distance",26,1
"696","fur",66,1
"697","finally",26,1
"698","cart",3,1
"699","auspices",10,1
"700","coun",14,1
"701","matter",77,1
"702","row",12,1
"703","nkmday",1,1
"704","lust",5,1
"705","in.iusiv.iy",1,1
"706","peaceful",5,1
"707","rifle",12,1
"708","reloaded",1,1
"709","beast",1,1
"710","killed",21,1
"711","riculture",1,1
"712","commerce",33,1
"713","flourishing",1,1
"714","leisure",5,1
"715","contented",1,1
"716","evidences",5,1
"717","progress",56,1
"718","onal",2,1
"719","de-vulopement",1,1
"720","apparent",11,1
"721","length",27,1
"722","breftdth",1,1
"723","land",171,1
"724","progressive",20,1
"725","institutions",21,1
"726","lire",14,1
"727","existing",27,1
"728","prestige",8,1
"729","stability",10,1
"730","imparted",2,1
"731","auspicious",1,1
"732","connection",58,1
"733","leaves",17,1
"734","widow",16,1
"735","family",77,1
"736","children",103,1
"737","eldest",8,1
"738","vonfy",1,1
"739","youngest",7,1
"740","tin",74,1
"741","ordained",3,1
"742","baptist",2,1
"743","minister",162,1
"744","serving",35,1
"745","missionary",9,1
"746","ess",5,1
"747","townships",11,1
"748","space",22,1
"749","pastor",4,1
"750","c*»n",1,1
"751","tinuing",1,1
"752","entire",29,1
"753","énergie",1,1
"754","furtherance",4,1
"755","temperance",11,1
"756","tny",1,1
"757","inconsiderable",2,1
"758","occupied",18,1
"759","opinion",54,1
"760","contained",14,1
"761","wild",31,1
"762","nnim",1,1
"763","moi",1,1
"764","benefit",53,1
"765","disait",1,1
"766","tiers",3,1
"767","abound",1,1
"768","skins",11,1
"769","contres",1,1
"770","weal",2,1
"771","constituted",4,1
"772","svitl",1,1
"773","hunting",17,1
"774","tiap",1,1
"775","d.le.t",1,1
"776","advocates",8,1
"777","emu",1,1
"778","little",181,1
"779","enter",34,1
"780","oheid",2,1
"781","ascertain",4,1
"782","tnand",1,1
"783","tito",1,1
"784","genlemvn",1,1
"785","lio",1,1
"786","gone",45,1
"787","ljie",1,1
"788","survivors",4,1
"789","provisions",16,1
"790","leader",28,1
"791","publie",6,1
"792","torcd",1,1
"793","teum",1,1
"794","hick's",1,1
"795","army",66,1
"796","undcrsum",1,1
"797","needed",35,1
"798","een",2,1
"799","r,tl",1,1
"800","khartoum",1,1
"801","uutly-they",1,1
"802","preosely",1,1
"803","meet",85,1
"804","hso",1,1
"805","arriving",6,1
"806","constituents",4,1
"807","vauo",1,1
"808","rd.-two",1,1
"809","pari",4,1
"810","sarto,i",1,1
"811","start",34,1
"812","gazed",2,1
"813","ater",1,1
"814","ddy",1,1
"815","the,team",1,1
"816","bowman",3,1
"817","ville",31,1
"818","reflects",4,1
"819","influence",15,1
"820","exerted",1,1
"821","mind",31,1
"822","live",87,1
"823","residence",21,1
"824","sentiments",5,1
"825","arc",89,1
"826","colonists",3,1
"827","englishmen",5,1
"828","pleads",1,1
"829","eloquently",1,1
"830","logically",1,1
"831","closer",16,1
"832","community",26,1
"833","union",63,1
"834","merely",19,1
"835","sentiment",10,1
"836","welfare",22,1
"837","imperial",65,1
"838","federation",9,1
"839","generally",42,1
"840","understood",16,1
"841","grvat",1,1
"842","charms",2,1
"843","lome",10,1
"844","practical",29,1
"845","discovers",2,1
"846","difficulties",16,1
"847","inducing",2,1
"848","consent",7,1
"849","ulation",1,1
"850","external",5,1
"851","legislative",15,1
"852","body",41,1
"853","individually",7,1
"854","outnumbered",1,1
"855","rc-prcaentativcb",1,1
"856","united",564,1
"857","kingdom",56,1
"858","give",133,1
"859","control",56,1
"860","termed",5,1
"861","matters",27,1
"862","foreign",61,1
"863","london",173,1
"864","kind",79,1
"865","complimentary",9,1
"866","things",66,1
"867","lome's",1,1
"868","address",108,1
"869","colonial",12,1
"870","institute",31,1
"871","brought",88,1
"872","hearty",5,1
"873","belief",16,1
"874","greatness",5,1
"875","evident",12,1
"876","affection",8,1
"877","borne",13,1
"878","fruit",40,1
"879","known",188,1
"880","bowmanville",9,1
"881","aftevwaulb",1,1
"882","itacei",1,1
"883","taincd",1,1
"884","shooting",11,1
"885","t»*o",1,1
"886","fiwuoh",1,1
"887","pxwtmor",1,1
"888","tlur*.ting",1,1
"889","events",20,1
"890","public",192,1
"891","panv",1,1
"892","authonml",1,1
"893","m.ooo",2,1
"894","tbl",2,1
"895","rtnu;(l",1,1
"896","defeat",9,1
"897","tain",12,1
"898","baker",6,1
"899","baakerville",1,1
"900","resumed",7,1
"901","speech",26,1
"902","undeitak",1,1
"903","mississippi",2,1
"904","statement",44,1
"905","winch",3,1
"906","wilfawilit",1,1
"907","friendly",12,1
"908","sheiks",1,1
"909","ith",18,1
"910","review",18,1
"911","boundary",27,1
"912","states:canada",115,1
"913","efforts",25,1
"914","indies",20,1
"915","brazil",8,1
"916","third",61,1
"917","volume",34,1
"918","census",21,1
"919","shortly",30,1
"920","disasters",2,1
"921","imperative",4,1
"922","telegrams",1,1
"923","v'otice",1,1
"924","par-the",1,1
"925","company",382,1
"926","pontiac",57,1
"927","issued",81,1
"928","contain",15,1
"929","births",4,1
"930","trinkitat",1,1
"931","pasha's",1,1
"932","headquar",1,1
"933","ti«*n",1,1
"934","iiidci»t:d",1,1
"935","reqnrstm",1,1
"936","iuve",1,1
"937","suffers",4,1
"938","principals",1,1
"939","immediately",32,1
"940","preceding",8,1
"941","term",26,1
"942","paint",28,1
"943","prospects",7,1
"944","gloomiest",1,1
"945","itluojutl",1,1
"946","î,y",1,1
"947","vegetables",29,1
"948","please",10,1
"949","occurred",19,1
"950","varying",2,1
"951","monotony",2,1
"952","bryson",17,1
"953","gojng",1,1
"954","dicro",1,1
"955","station",46,1
"956","atlantic",75,1
"957","rail",20,1
"958","thin",16,1
"959","call",74,1
"960","durian",1,1
"961","egypt",13,1
"962","propor",1,1
"963","demand",92,1
"964","persons",53,1
"965","mixed",25,1
"966","mam",7,1
"967","rivalship",1,1
"968","nobly",3,1
"969","turn",36,1
"970","dupe",1,1
"971","proper",25,1
"972","n(luy",1,1
"973","mu.-uro",1,1
"974","fruil",1,1
"975","grown",58,1
"976","perhaiw",1,1
"977","itudo",1,1
"978","covering",18,1
"979","milesfrom",1,1
"980","jioople",1,1
"981","occur",9,1
"982","reveal",4,1
"983","tering",2,1
"984","element",8,1
"985","oas",1,1
"986","malayan",1,1
"987","population",78,1
"988","looking",27,1
"989","probable",14,1
"990","thorn",8,1
"991","consider",26,1
"992","look",69,1
"993","quack",2,1
"994","roe",5,1
"995","species",17,1
"996","sncfpia",1,1
"997","archipelago",4,1
"998","pine-apple",1,1
"999","beilin",1,1
"1000","wagner",3,1
"1001","gorman",1,1
"1002","goog",1,1
"1003","conceal",1,1
"1004","plain",19,1
"1005","trutli",1,1
"1006","owe",6,1
"1007","door",17,1
"1008","stood",16,1
"1009","bad",44,1
"1010","harvest",19,1
"1011","reaped",4,1
"1012","thoy",2,1
"1013","dessert",2,1
"1014","tufts",1,1
"1015","hair",15,1
"1016","nock",1,1
"1017","modans",1,1
"1018","turkey",10,1
"1019","arabia",2,1
"1020","manifest",4,1
"1021","parody",1,1
"1022","christ",6,1
"1023","direct",49,1
"1024","descent",4,1
"1025","tirely",2,1
"1026","trimmings",1,1
"1027","sowing",3,1
"1028","tfr",1,1
"1029","iqf",1,1
"1030","throe",3,1
"1031","ecarc",1,1
"1032","batmen",2,1
"1033","declare",7,1
"1034","aml",1,1
"1035","strenuous",4,1
"1036","exertions",1,1
"1037","bfuiyamt-vita",1,1
"1038","theoeophical",1,1
"1039","poem",4,1
"1040","drops",4,1
"1041","collide",1,1
"1042","unite",5,1
"1043","principally",10,1
"1044","hudson",19,1
"1045","buys",4,1
"1046","tropic#-fruits",1,1
"1047","supenor",1,1
"1048","homes",34,1
"1049","faithful",4,1
"1050","scientific",20,1
"1051","unique",19,1
"1052","productions",6,1
"1053","increased",112,1
"1054","velocity",2,1
"1055","sweeping",7,1
"1056","beavers",4,1
"1057","trapped",1,1
"1058","montana",3,1
"1059","idaho",1,1
"1060","assembled",8,1
"1061","seat",9,1
"1062","thank",10,1
"1063","punctuality",1,1
"1064","complied",1,1
"1065","request",25,1
"1066","tender",32,1
"1067","cordial",4,1
"1068","welcome",20,1
"1069","usual",31,1
"1070","chiefly",25,1
"1071","destruction",10,1
"1072","fire",192,1
"1073","parliament",92,1
"1074","buildings",48,1
"1075","necessity",31,1
"1076","preparing",10,1
"1077","temporary",14,1
"1078","chambers",10,1
"1079","conveniently",6,1
"1080","receive",30,1
"1081","acclamation",1,1
"1082","distinguished",14,1
"1083","occupy",6,1
"1084","high",134,1
"1085","succession",7,1
"1086","consort",1,1
"1087","remembered",8,1
"1088","kindness",8,1
"1089","esteem",4,1
"1090","jwcially",1,1
"1091","frozen",21,1
"1092","cold",52,1
"1093","stiff",2,1
"1094","readers",10,1
"1095","sheriffs",2,1
"1096","agricub",1,1
"1097","surely",16,1
"1098","agree",17,1
"1099","tural",4,1
"1100","machinery",20,1
"1101","advertisement",11,1
"1102","extraordinary",6,1
"1103","affair",7,1
"1104","fact",170,1
"1105","conduct",7,1
"1106","npjkiar",1,1
"1107","poor",26,1
"1108","creatures",4,1
"1109","wore",11,1
"1110","pleased",11,1
"1111","mom-thing",1,1
"1112","totally",2,1
"1113","incomprehensible",1,1
"1114","ijuv",1,1
"1115","pore",1,1
"1116","seconded",3,1
"1117","hardy",11,1
"1118","constitute",7,1
"1119","add",22,1
"1120","throne",10,1
"1121","northern",65,1
"1122","eloquent",3,1
"1123","lure",4,1
"1124","fight",15,1
"1125","overcome",7,1
"1126","hardships",3,1
"1127","surrounded",8,1
"1128","hewing",1,1
"1129","wilder",1,1
"1130","culiav",1,1
"1131","case",80,1
"1132","tried",33,1
"1133","t*mt",1,1
"1134","colonization",6,1
"1135","meeting",99,1
"1136","women",134,1
"1137","dégénérât",1,1
"1138","paid",95,1
"1139","claim",23,1
"1140","ancn",1,1
"1141","sore",4,1
"1142","eye",15,1
"1143","binder",9,1
"1144","full",141,1
"1145","stock",149,1
"1146","rumor",5,1
"1147","circulation",16,1
"1148","toronto",380,1
"1149","closed",16,1
"1150","reduced",36,1
"1151","local",59,1
"1152","freight",17,1
"1153","attempt",18,1
"1154","connections",5,1
"1155","orand",1,1
"1156","trunk",24,1
"1157","brockrtlle",1,1
"1158","i'rizoi",1,1
"1159","lut",4,1
"1160","competition",59,1
"1161","jver",1,1
"1162","parla",1,1
"1163","statee",1,1
"1164","addreaa",1,1
"1165","editor",16,1
"1166","lahikh",1,1
"1167","jovhnal",1,1
"1168","elves",2,1
"1169","practitioner",2,1
"1170","plsu",1,1
"1171","keane",1,1
"1172","ykluil",1,1
"1173","mhcrbourue",1,1
"1174","benefltted",1,1
"1175","whl",2,1
"1176","patent",58,1
"1177","med",3,1
"1178","vines",4,1
"1179","mlverilsed",1,1
"1180","cures",4,1
"1181","record",104,1
"1182","euro",2,1
"1183","stull",1,1
"1184","believed",21,1
"1185","ntst",1,1
"1186","f'i",2,1
"1187","utifle",1,1
"1188","ihnt",1,1
"1189","disease",32,1
"1190","teenen",1,1
"1191","living",77,1
"1192","uaranitee",1,1
"1193","tissues",1,1
"1194","dixon",4,1
"1195","sdhpted",1,1
"1196","cure",43,1
"1197","extermination",2,1
"1198","acoonipuhlim",1,1
"1199","cat",11,1
"1200","rih",2,1
"1201","practically",35,1
"1202","cured",20,1
"1203","manenvy",1,1
"1204","ques",4,1
"1205","effected",12,1
"1206","jeers",1,1
"1207","sill",2,1
"1208","temrfed",1,1
"1209","tth",1,1
"1210","treatment",27,1
"1211","catarrh",10,1
"1212","application",36,1
"1213","remedy",30,1
"1214","dune",4,1
"1215","preen",2,1
"1216","reason",67,1
"1217","favorable",24,1
"1218","speedy",6,1
"1219","end",147,1
"1220","peimaneni",1,1
"1221","cases",57,1
"1222","t'u",1,1
"1223","tieatmenf",1,1
"1224","hulterers",1,1
"1225","reap",9,1
"1226","vetwn",1,1
"1227","treat",10,1
"1228","enclose",5,1
"1229","atainp",1,1
"1230","ihclr",1,1
"1231","tree",21,1
"1232","c.itarih",1,1
"1233","umvy",1,1
"1234","tuja",1,1
"1235","ueuimit",1,1
"1236","veut",2,1
"1237","linings",7,1
"1238","watt",1,1
"1239","lime",15,1
"1240","klue",1,1
"1241","covers",8,1
"1242","whiting",3,1
"1243","power",119,1
"1244","unblushing",1,1
"1245","audacity",1,1
"1246","hand",81,1
"1247","portage",12,1
"1248","fort",31,1
"1249","brass",2,1
"1250","band",31,1
"1251","suppled",1,1
"1252","yore",1,1
"1253","stopped",7,1
"1254","citizens",36,1
"1255","hensive",1,1
"1256","character",28,1
"1257","affective",1,1
"1258","hon",81,1
"1259","provincial",52,1
"1260","secretary",54,1
"1261","ayer",2,1
"1262","fltuo",1,1
"1263","ivllll",1,1
"1264","uhimih'y",1,1
"1265","tope",3,1
"1266","cement",18,1
"1267","water",83,1
"1268","flue",4,1
"1269","cotera",1,1
"1270","whiling",1,1
"1271","niug",1,1
"1272","grand",50,1
"1273","rtaili",1,1
"1274","jutibw",1,1
"1275","tv*-r,i",1,1
"1276","hatunlay",1,1
"1277","hummer",1,1
"1278","months",143,1
"1279","ori",1,1
