text,term.freq
spirit,1
position,1
pantheon,1
pre-natal,1
influences,1
heredity,1
reason,1
filling,1
apera,1
persia,1
mat,1
departed,1
days,1
owed,1
larger,1
port,1
imi,1
gna,1
llie,1
re-established,1
rising,1
hamper,1
making,1
unv,1
personal,1
baggage,1
waggons,1
having,1
sorrows,1
vanity,1
led,1
denend,1
immediately,1
gather,1
step,1
eating,1
crows,1
dominate,1
classes,1
rec,1
twecn,1
cape,1
flattery,1
gray's,1
fitted,1
air,1
moderate,1
writimz,1
lnncet,1
tht\v,1
starves,1
official,1
statistics,1
nrhor,1
ütret,1
currents,1
îïe,1
concludes,1
ras,1
ddm,1
move,1
roubles,1
ches,1
beach,1
coves,1
energy,1
horse-power,1
dictment,1
airninst,1
corset-namolv,1
burden,1
arc,1
spent,1
bodies,1
nnd,1
wreckage,1
volls,1
concentrated,1
tll,1
certain,1
circumstances,1
bearing,1
horses,1
ponies,1
playing-cards,1
land,1
usually,1
wash,1
ashore,1
condition,1
antennae,1
destroy,1
mttv,1
noncihln,1
cancer,1
tie,1
c/nr,1
monopoly,1
manu,1
renders,1
identification,1
possible,1
pre,1
rnmf,1
mlur,1
doctor's,1
shores,1
thev,1
wounded,1
sat,1
outside,1
conversing,1
buream,1
racy,1
pet,1
ruler,1
nnneyed,1
habit,1
tif,1
whispering,1
prevailed,1
court,1
decided,1
coaipalb,1
fort,1
mcpherson,1
postofllce,1
arctic,1
courtiers,1
hats,1
agreement,1
pan,1
aul,1
foreign,1
aflat,1
mid,1
maintain,1
ident-gvtnr.il,1
vr.ir,1
v:i,1
dumis'ic,1
matters,1
pen,1
ko-va,1
enjoy,1
women,1
sold,1
replaced,1
entity,1
smoking,1
t.p,1
mobile,1
inps,1
modern,1
wantonly,1
belted,1
wiw,1
c.uj,1
ajf,1
ins,1
toith,1
portant,1
pigtail,1
longer,1
gating,1
wbat,1
safely,1
shelter,1
oar,1
father,1
slater,1
sudden,1
rainstorm,1
tbe,1
enormous,1
bot,1
dressed,1
defeated,1
gamboling,1
roll-secured,1
independence,1
kitten,1
grow,1
lumbering,1
forgive,1
snub,1
seen,1
picture,1
bofteflt,1
whisper,1
faintest,1
ranks,1
fill,1
oversea,1
ser,1
quite,1
commonly,1
evaded,1
aro,1
dally,1
newspapers,1
warmer,1
indications,1
stationed,1
wonju,1
natives,1
believe,1
weather,1
hands,1
gods,1
induced,1
change,1
climatic,1
intentions,1
approached,1
eat,1
overfed,1
wem,1
uneaten,1
grain,1
remains,1
bttet,1
thimbles,1
h&s,1
gone,1
roost,1
night,1
chil,1
lay,1
depends,1
largely,1
dren,1
digest,1
able,1
rid,1
dangerous,1
tiger,1
fiercest,1
family,1
annually,1
kills,1
peasants,1
affected,1
ravages,1
wolves,1
bears,1
victims,1
thonds,1
deciding,1
factor,1
ary,1
system,1
churians,1
excitement,1
tome,1
neptune,1
powers,1
waa,1
plutto,1
prevent,1
equally,1
distant,1
planet,1
picked,1
lhe,1
expectation,1
plant,1
panax,1
root,1
preparation,1
medicine,1
orient,1
native,1
product,1
american,1
member,1
extensively,1
exported,1
wild,1
variety,1
bring,1
highest,1
price,1
vary,1
market,1
roots,1
pound,1
ounce,1
institute,1
prospects,1
crops,1
palestine,1
cent,1
increase,1
french,1
zone,1
north,1
tury,1
egypt,1
grcat,1
english-india,1
seed-cotton,1
imports,1
gpeaking,1
nations,1
keen,1
spread,1
shown,1
ambitious,1
known,1
project,1
launched,1
create,1
siam,1
straits,1
settle,1
youth,1
london,1
menu,1
foryn,1
focal,1
point,1
pines,1
hawaii,1
organizations,1
illness,1
pastor,1
churches,1
morning,1
mos'tacceptably,1
stark,1
corners,1
evening,1
y.p.u,1
charge,1
tolhurst,1
interesting,1
missionary,1
building,1
church,1
ably,1
given,1
geo,1
fades,1
illustrated,1
talk,1
colored,1
slides,1
scenes,1
recognize,1
chosen,1
independent,1
state,1
ceded,1
near-by,1
benin,1
necessarily,1
mean,1
intends,1
reins,1
industrial,1
empire,1
from.completion,1
imposing,1
hap,1
development,1
light,1
heavy,1
industries,1
siberian,1
areas,1
watched,1
early,1
steadily,1
power,1
past,1
kremlin,1
long-range,1
objective,1
achieve,1
decisive,1
measure,1
control,1
ultimately,1
southeast,1
blocked,1
russian,1
efforts,1
penetrate,1
forced,1
stalin,1
sell,1
chinese,1
railway,1
give,1
preferred,1
interests,1
remainder,1
lousy,1
prison,1
sputh,1
cap,1
lured,1
communist,1
stands,1
patiently,1
spray,1
ddi,1
powder,1
awa»t,1
lousing,1
writer,1
lieut,1
units,1
special,1
force,1
seattle,1
u.s.a,1
really,1
share,1
innocu,1
lions,1
needless,1
hear,1
plus,1
vaccinations,1
we've,1
concerned,1
wish,1
right,1
lot,1
pictures,1
developed,1
landed,1
hold,1
doubt,1
dlr.iest,1
smelliest,1
stench,1
sickening,1
stay,1
helping,1
liveable,1
degree,1
success,1
wondered,1
happened,1
wheré,1
presently,1
chances,1
hat,1
ure,1
agriculture,1
agronomists,1
distinct,1
varieties,1
different,1
maturity,1
periods,1
size,1
shape,1
color,1
composition,1
growing,1
characteristics,1
morse,1
devoted,1
single,1
lies,1
purpose,1
soy,1
increased,1
activity,1
due,1
stronger,1
demand,1
europe,1
shot,1
anti-aircraft,1
fire,1
lieutenant,1
hamilton,1
rescued,1
helicopter,1
carrier,1
wheat,1
barley,1
reports,1
full,1
miscon,1
states,1
eeptions,1
tons,1
sugar,1
cuba,1
talked,1
coun,1
provision,1
television,1
importation,1
crude,1
oil,1
raw,1
draft,1
cotton,1
manganese,1
ore,1
leaf,1
tob-only,1
knew,1
aceo,1
iron,1
steel,1
products,1
troops,1
ocean-going,1
vessels,1
ma-knew,1
name,1
prime,1
chinery,1
mail,1
bag,1
writing,1
cpl,1
ask-about,1
gathered,1
skaters,1
spectators,1
sending,1
noon,1
district,1
children,1
nice,1
sit,1
read,1
age,1
judges,1
pick,1
prize,1
win,1
close,1
town,1
ners,1
contestants,1
wished,1
difficult,1
news,1
number,1
clever,1
humorous,1
doing,1
guests,1
kind,1
deed,1
club,1
rented,1
rink,1
children's,1
skating,1
donated,1
prizes,1
latives,1
concluded,1
saying,1
messages,1
convincing,1
spoken,1
jo;n,1
ad-dies,1
pa-pci,1
jjer.de,1
beys,1
loin,1
front,1
germany:canada,1
served,1
infantrymen,1
distinguished,1
today,1
infantry,1
demonstrating,1
superiority,1
scientifically,1
devised,1
educational,1
tests,1
indicated,1
concluding,1
free,1
intend,1
majority,1
youngsters,1
nut,1
express,1
opinions,1
visit,1
frionds,1
required,1
university,1
training,1
thaknful,1
monweal,1
word,1
reached,1
hour,1
peace,1
declared,1
qualified,1
teachers,1
satisfactory,1
response,1
flowers,1
occasion,1
miner,1
saskatoon,1
busy,1
current,1
drive,1
clothing,1
sent,1
daughter,1
jdoing,1
putting,1
sewers,1
quebec,1
thorne,1
maritime,1
provinces,1
centre,1
bride,1
wil,1
macintosh,1
lasted,1
slightly,1
canadians,1
participated,1
ground,1
fighting,1
record,1
r.c.r,1
p.p.c.l.i,1
doos,1
casualties,1
sustained,1
presumed,1
wounds,1
missing,1
ordinary,1
causes,1
navy,1
represented,1
steamed,1
total,1
fired,1
shells,1
actual,1
combat,1
world,1
principal,1
allotted,1
acting,1
artillery,1
veteran,1
japan:korea,1
thirty-two,1
members,1
korea,0
