"","words","term.freq","doc.freq"
"113","doubt",9,1
"114","worthy",4,1
"115","far-away",1,1
"116","deretand",1,1
"117","leave",3,1
"118","field",5,1
"119","labor",6,1
"120","congratulate",1,1
"121","appointment",1,1
"122","position",21,1
"123","importance",7,1
"124","trust",3,1
"125","subscriber",1,1
"126","wrong",2,1
"127","brother",6,1
"128","daughter",1,1
"129","snow",2,1
"130","drift",1,1
"131","linking",1,1
"132","powder",2,1
"133","hrunttord",1,1
"134","ont",4,1
"135","jtipanephew",1,1
"136","pound",7,1
"137","ounces",2,1
"138","tel",1,1
"139","kept",5,1
"140","watch",2,1
"141","deck",1,1
"142","fearing",1,1
"143","ttint",1,1
"144","ma*t",1,1
"145","bntpbur",1,1
"146","svi»r",1,1
"147","delightful",1,1
"148","england:japan",8,1
"149","developed",4,1
"150","utmost",1,1
"151","tire",1,1
"152","fortnightly",1,1
"153","departure",1,1
"154","firefrelaee",1,1
"155","weekly",2,1
"156","service",15,1
"157","commerce",6,1
"158","follow",6,1
"159","flsg",1,1
"160","girdle",3,1
"161","round",5,1
"162","alternative",1,1
"163","can-itdian",1,1
"164","route",6,1
"165","australasia",1,1
"166","established",5,1
"167","interests",8,1
"168","empire",22,1
"169","safer",1,1
"170","present",22,1
"171","dependent",1,1
"172","distant",5,1
"173","possession",2,1
"174","anon",1,1
"175","merely",5,1
"176","easily",4,1
"177","breakable",1,1
"178","communication",1,1
"179","harrowby",1,1
"180","interrogate",1,1
"181","government",36,1
"182","reference",2,1
"183","proposals",2,1
"184","canadiar",1,1
"185","pacific",37,1
"186","railway",6,1
"187","regarding",3,1
"188","mall",1,1
"189","vancouver",7,1
"190","gen",5,1
"191","count",2,1
"192","kinoda",1,1
"193","chief",4,1
"194","adviser",1,1
"195","mikado",4,1
"196","engaged",2,1
"197","insurrection",1,1
"198","old",25,1
"199","nobility",1,1
"200","defeated",3,1
"201","oepted",1,1
"202","ettnatlon",1,1
"203","cordially",1,1
"204","operated",2,1
"205","mikade",1,1
"206","troductjpn",1,1
"207","opr",1,1
"208","lbs",11,1
"209","class",10,1
"210","selling",1,1
"211","brooms",1,1
"212","grey",1,1
"213","cottons",1,1
"214","yard",3,1
"215","briar",1,1
"216","tobacco",4,1
"217","usual",2,1
"218","price",11,1
"219","melton",1,1
"220","dress",7,1
"221","goods",9,1
"222","assorted",1,1
"223","colors",2,1
"224","worth",9,1
"225","sold",8,1
"226","chants",1,1
"227","immense",5,1
"228","assortment",2,1
"229","crockery",1,1
"230","boots",1,1
"231","shoes",6,1
"232","glassware",1,1
"233","hardware",1,1
"234","bring",3,1
"235","tin",9,1
"236","ware",1,1
"237","central",9,1
"238","prison",1,1
"239","clety",1,1
"240","prevention",1,1
"241","cruelty",1,1
"242","abrogation",1,1
"243","treaty",14,1
"244","revived",1,1
"245","countries",20,1
"246","times",16,1
"247","numerous",4,1
"248","infancy",1,1
"249","history",6,1
"250","ability",1,1
"251","port",12,1
"252","larger",8,1
"253","population",10,1
"254","europe",10,1
"255","help",7,1
"256","conceive",1,1
"257","illimitable",1,1
"258","capacity",1,1
"259","land",24,1
"260","support",4,1
"261","human",8,1
"262","life",17,1
"263","consider",4,1
"264","day",31,1
"265","parte",1,1
"266","nearly",10,1
"267","two-thirds",1,1
"268","race",6,1
"269","grouped",1,1
"270","one-twelfth",1,1
"271","aiea",1,1
"272","globe",5,1
"273","fiitis",1,1
"274","nncoloretl",1,1
"275","foo",1,1
"276","teas",28,1
"277","speciality",1,1
"278","look",8,1
"279","poinds",1,1
"280","motored",1,1
"281","away",12,1
"282","trade",28,1
"283","macao",1,1
"284","liver",1,1
"285","siam",5,1
"286","cochin",1,1
"287","treat",2,1
"288","britain",37,1
"289","continent",9,1
"290","add",2,1
"291","important",8,1
"292","i:e.ns",1,1
"293","enormous",6,1
"294","volume",1,1
"295","siberian",5,1
"296","coast",15,1
"297","contiguous",1,1
"298","woolsthe's",1,1
"299","l'æntivlo",1,1
"300","piecp",1,1
"301","territory",9,1
"302","contains",4,1
"303","tend",2,1
"304","take",27,1
"305","wand",1,1
"306","woollen",1,1
"307","con-coal",1,1
"308","petroleum",1,1
"309","valuable",4,1
"310","fish",9,1
"311","vont",1,1
"312","ion",3,1
"313","going",8,1
"314","mills",1,1
"315","paken",1,1
"316","constitution",4,1
"317","sivertha",1,1
"318","reporter",2,1
"319","theques",1,1
"320","novelty",2,1
"321","plow",1,1
"322","beneficial",1,1
"323","etlect",1,1
"324","tion",6,1
"325","discussed",1,1
"326","coneitution",1,1
"327","establishes",1,1
"328","treatment",3,1
"329","apparent",1,1
"330","statesmen",3,1
"331","disposal",1,1
"332","parliament",4,1
"333","house",8,1
"334","sent",14,1
"335","dry",3,1
"336","rotten",1,1
"337","palestine",2,1
"338","difficult",3,1
"339","problem",3,1
"340","elected",1,1
"341","directly",4,1
"342","grapes",2,1
"343","picked",2,1
"344","vineyard",1,1
"345","prof",2,1
"346","unfitted",1,1
"347","resolved",1,1
"348","confer",1,1
"349","bless",1,1
"350","veil",1,1
"351","independent",1,1
"352","certain",12,1
"353","degree",1,1
"354","free",12,1
"355","hesitation",1,1
"356","dink",2,1
"357","place",17,1
"358","turn",9,1
"359","note",7,1
"360","dwice",1,1
"361","shennie",1,1
"362","grade",9,1
"363","to-morrow",1,1
"364","there's",2,1
"365","portant",1,1
"366","step",5,1
"367","assumes",1,1
"368","progressive",4,1
"369","meestake",1,1
"370","meeetake",1,1
"371","hennio",1,1
"372","white",19,1
"373","political",6,1
"374","lion",2,1
"375","der",2,1
"376","secund",1,1
"377","undil",1,1
"378","nations",14,1
"379","russia",37,1
"380","turkey",4,1
"381","vas",1,1
"382","married",2,1
"383","kingdom",9,1
"384","mystery",3,1
"385","magical",1,1
"386","mirrors",2,1
"387","cause",3,1
"388","reflecting",1,1
"389","objects",1,1
"390","side",4,1
"391","mirror",2,1
"392","concerned",6,1
"393","appears",6,1
"394","yielded",1,1
"395","investigation",1,1
"396","thin",5,1
"397","metal",3,1
"398","hand",17,1
"399","minors",1,1
"400","figures",9,1
"401","cast",4,1
"402","alloy",1,1
"403","parts",10,1
"404","copper",5,1
"405","hard",8,1
"406","elastic",2,1
"407","grinding",2,1
"408","presumably",1,1
"409","laid",2,1
"410","flat",2,1
"411","plate",4,1
"412","pressure",7,1
"413","thick",3,1
"414","opposite",3,1
"415","raised",2,1
"416","ground",8,1
"417","rapidly",3,1
"418","removed",6,1
"419","concave",1,1
"420","san",4,1
"421","oth",1,1
"422","bio",2,1
"423","arrived",5,1
"424","kong",14,1
"425","okoha",1,1
"426","omette",1,1
"427","statement",3,1
"428","published",4,1
"429","chinese",54,1
"430","iiu\»s",1,1
"431","effect",5,1
"432","action",17,1
"433","chine",4,1
"434","minister",11,1
"435","vnited",3,1
"436","states",49,1
"437","matter",13,1
"438","rejected",1,1
"439","excited",1,1
"440","imosity",1,1
"441","kwan",1,1
"442","fung",1,1
"443","endeavours",1,1
"444","angry",1,1
"445","mob",1,1
"446","wreck",2,1
"447","ministers",2,1
"448","letter",6,1
"449","signed",4,1
"450","peking",1,1
"451","viticial",1,1
"452","written",6,1
"453","afur",1,1
"454","news",6,1
"455","reached",6,1
"456","p.used",1,1
"457","vninvsc",1,1
"458","exclusion",2,1
"459","kill",1,1
"460","following",14,1
"461","extract",1,1
"462","bnoxious",1,1
"463","fill",2,1
"464","carried",10,1
"465","vfleet",1,1
"466","course",15,1
"467","consistent",2,1
"468","dignity",1,1
"469","ration",1,1
"470","adopt",2,1
"471","retaliatory",1,1
"472","measures",4,1
"473","prohibiting",2,1
"474","citizens",3,1
"475","coming",4,1
"476","means",11,1
"477","proportionate",1,1
"478","harm",1,1
"479","done",10,1
"480","tder",1,1
"481","bhow",1,1
"482","useful",1,1
"483","honour",1,1
"484","discharged",1,1
"485","persons",7,1
"486","subsist",1,1
"487","form",7,1
"488","ooloniz",1,1
"489","ition",1,1
"490","necrose",1,1
"491","jackson's",1,1
"492","gallons",2,1
"493","bquare",1,1
"494","mile",5,1
"495","tilled",1,1
"496","arkansas",2,1
"497","negroes",2,1
"498","holding",4,1
"499","whiskey",2,1
"500","honour's",1,1
"501","shanty",1,1
"502","existing",2,1
"503","euch",1,1
"504","cir",1,1
"505","umnunces",1,1
"506","meetings",1,1
"507","nightly",1,1
"508","negro'orators",1,1
"509","trial",8,1
"510","don't",3,1
"511","propoee",1,1
"512","biu*i",1,1
"513","necessity",2,1
"514","preservation",1,1
"515","preachers",1,1
"516","thk",1,1
"517","especially",8,1
"518","criticise",1,1
"519","judiciary",1,1
"520","town",7,1
"521","provident",1,1
"522","ingen",1,1
"523","motive",1,1
"524","issued",5,1
"525","circular",2,1
"526","feel",5,1
"527","remark",1,1
"528","quire",1,1
"529","jones",2,1
"530","frugal",2,1
"531","japs",10,1
"532","appear",8,1
"533","deserve",1,1
"534","yeet",1,1
"535","rday",1,1
"536","calling",3,1
"537","meeting",6,1
"538","organise",1,1
"539","soaked",1,1
"540","creek",1,1
"541","iwijeeavss",1,1
"542","agriculture",2,1
"543","ith",2,1
"544","north",12,1
"545","emigration",1,1
"546","option",1,1
"547","confidence",5,1
"548","market",10,1
"549","rudk",1,1
"550","iu*e",1,1
"551","tht",2,1
"552","purpose",4,1
"553","securing",1,1
"554","orgac.z",1,1
"555","mold",1,1
"556","soil",4,1
"557","required",6,1
"558","produce",3,1
"559","oolonizing",1,1
"560","lor",3,1
"561","tour",1,1
"562","read",4,1
"563","p,avu",1,1
"564","tbe",3,1
"565","tfered",1,1
"566","lands",9,1
"567","potatoes",2,1
"568","surrounding",2,1
"569","tuber",1,1
"570","complained",1,1
"571","sail",1,1
"572","afternoon",3,1
"573","con",12,1
"574","ja*u*ance",1,1
"575","agency",1,1
"576","incheiilung",1,1
"577","inches",3,1
"578","circumfer",1,1
"579","th«re",1,1
"580","brokendown",1,1
"581","fence",4,1
"582","ing",6,1
"583","board",3,1
"584","win",3,1
"585","park",3,1
"586","ÿ'badb",1,1
"587","gorosilÿ",1,1
"588","éxcmjèdsorsrocro",1,1
"589","artiale",1,1
"590","owwrp",1,1
"591","artist",2,1
"592","wore",2,1
"593","quote",1,1
"594","women",12,1
"595","held",11,1
"596","higher",6,1
"597","petition",2,1
"598","asiatlo",1,1
"599","freely",4,1
"600","plea",1,1
"601","sod",1,1
"602","seclusion",1,1
"603","chinees",1,1
"604","wholly",1,1
"605","unknown",5,1
"606","sohools",1,1
"607","receive",4,1
"608","girls",6,1
"609","beys",1,1
"610","result",15,1
"611","bservjktiens",1,1
"612","oan",1,1
"613","safely",2,1
"614","idle",2,1
"615","compliment",1,1
"616","tne",2,1
"617","brighter",1,1
"618","morocco",1,1
"619","anticipation",2,1
"620","prices",11,1
"621","crop",7,1
"622","bought",6,1
"623","received",12,1
"624","large",22,1
"625","stock",2,1
"626","offering",3,1
"627","beaten",2,1
"628","customers",2,1
"629","public",13,1
"630","generally",4,1
"631","call",4,1
"632","samples",1,1
"633","purchasing",1,1
"634","timorous",1,1
"635","containing",5,1
"636","infamous",1,1
"637","having",7,1
"638","refused",7,1
"639","secret",4,1
"640","traitors",1,1
"641","sufficiently",2,1
"642","influential",1,1
"643","lay",4,1
"644","embarrass",1,1
"645","defence",6,1
"646","jsut",1,1
"647","gentleman",2,1
"648","invading",3,1
"649","army",21,1
"650","minii",1,1
"651","borders",1,1
"652","portion",3,1
"653","militia",1,1
"654","invaded",3,1
"655","district",5,1
"656","mutinous",1,1
"657","dis",3,1
"658","raw",9,1
"659","toiled",1,1
"660","oil",10,1
"661","turpentine",1,1
"662","varnish",1,1
"663","shellac",1,1
"664","wherefore",2,1
"665","quietly",2,1
"666","heavy",11,1
"667","reverses",2,1
"668","came",12,1
"669","kat",1,1
"670","one-fifth",1,1
"671","pounds",7,1
"672","natural",7,1
"673","volga",1,1
"674","tribu",1,1
"675","correspondent",2,1
"676","lived",1,1
"677","deal",10,1
"678","interest",9,1
"679","attaching",1,1
"680","mining",4,1
"681","speculations",1,1
"682","lie",11,1
"683","destruction",6,1
"684","track",1,1
"685","amounts",3,1
"686","taries",1,1
"687","rise",3,1
"688","timber",4,1
"689","returned",6,1
"690","island",26,1
"691","stray",1,1
"692","fishermen,sailing",1,1
"693","tcne",1,1
"694","knnistnore",1,1
"695","advertised",1,1
"696","sale",5,1
"697","niniais",1,1
"698","zoological",1,1
"699","garden",2,1
"700","ruined",1,1
"701","owners",1,1
"702","foreign",21,1
"703","residents",2,1
"704","corr&ghs",1,1
"705","brought",15,1
"706","word",12,1
"707","islanders",1,1
"708","deeply",2,1
"709","jmn",1,1
"710","discovered",4,1
"711","lions",1,1
"712","contractors",1,1
"713","cut",9,1
"714","oti",1,1
"715","living",6,1
"716","known",12,1
"717","consular",1,1
"718","jurisdiction",1,1
"719","hear",5,1
"720","lmsi",1,1
"721","deep",3,1
"722","leopards",1,1
"723","fond",2,1
"724","lavender",1,1
"725","hosts",1,1
"726","peasants",2,1
"727","japanese",64,1
"728","moving",4,1
"729","heaven",1,1
"730","earth",2,1
"731","hammering",1,1
"732","axe",1,1
"733","thc",6,1
"734","sides",1,1
"735","landlord",1,1
"736","piece",3,1
"737","cotton",9,1
"738","saturated",1,1
"739","busy",1,1
"740","shipment",1,1
"741","powers",12,1
"742","sign",3,1
"743","revised",1,1
"744","treaties",2,1
"745","hulk",1,1
"746","scooping",1,1
"747","sand",2,1
"748","sorry",1,1
"749","lord",6,1
"750","heid",1,1
"751","paws",1,1
"752","famine",2,1
"753","appearance",2,1
"754","object",3,1
"755","foreigners",4,1
"756","interior",8,1
"757","burrowing",1,1
"758","kindly",1,1
"759","ruler",1,1
"760","tenantry",1,1
"761","bg'b",1,1
"762","simbirsk",1,1
"763","amenable",1,1
"764","native",5,1
"765","authorities",3,1
"766","rome",5,1
"767","protestant",6,1
"768","missions",5,1
"769","bad",9,1
"770","oommeneed",1,1
"771","romish",1,1
"772","began",10,1
"773","centuries",4,1
"774","ago",24,1
"775","vet",1,1
"776","short",11,1
"777","existence",2,1
"778","grown",8,1
"779","rapidity",1,1
"780","overtaken",1,1
"781","church",13,1
"782","canada:canada",4,1
"783","fresh",7,1
"784","taxation",2,1
"785","showing",4,1
"786","power",17,1
"787","purchase",3,1
"788","establishment",2,1
"789","steamship",3,1
"790","lines",9,1
"791","cxtiada",1,1
"792","west",15,1
"793","indies",17,1
"794","canada",19,1
"795","opening",7,1
"796","avenues",1,1
"797","spreading",3,1
"798","ide",1,1
"799","uur",1,1
"800","fact",17,1
"801","industrial",10,1
"802","stood",3,1
"803","strain",2,1
"804","inevitable",3,1
"805","displacement",1,1
"806","caused",6,1
"807","nley",1,1
"808","aid",8,1
"809","suffered",6,1
"810","tnuch",1,1
"811","dared",1,1
"812","anticipate",1,1
"813","equilibria",1,1
"814","tiist",1,1
"815","dominion",6,1
"816","total",7,1
"817","receipts",1,1
"818","expenditure",3,1
"819","including",10,1
"820","capital",9,1
"821","outlay",1,1
"822","h'.ppy",1,1
"823","right-minded",1,1
"824","oop!e",1,1
"825","confident",1,1
"826","sitiou",1,1
"827","hopefully",1,1
"828","cheerfully",1,1
"829","facing",3,1
"830","fir",4,1
"831","lire",1,1
"832","apprécia",1,1
"833","modern",9,1
"834","ghost",2,1
"835","story",5,1
"836","hud",1,1
"837","guidance",1,1
"838","children",9,1
"839","wished",2,1
"840","phenomenon",1,1
"841","marks",2,1
"842","memorial",2,1
"843","chapel",2,1
"844","erected",2,1
"845","visit",5,1
"846","appeared",5,1
"847","claws",2,1
"848","bird",5,1
"849","memory",2,1
"850","mjm",1,1
"851","forthwith",1,1
"852","metainor",1,1
"853","noticed",3,1
"854","deeper",1,1
"855","ley",1,1
"856","stands",4,1
"857","common",8,1
"858","phosis",1,1
"859","fie",2,1
"860","preached",2,1
"861","simple",3,1
"862","frame",2,1
"863","structure",1,1
"864","trace",3,1
"865","remaining",1,1
"866","beneath",4,1
"867","architecture",1,1
"868","regular",9,1
"869","iron",10,1
"870","imbedded",1,1
"871","rock",2,1
"872","ordinary",1,1
"873","canadian",18,1
"874","village",5,1
"875","undergo",1,1
"876","slight",2,1
"877","modification",1,1
"878","conclusion",3,1
"879","wall",2,1
"880","tablet",1,1
"881","in-there",1,1
"882","dissents",1,1
"883","general",18,1
"884","stone",1,1
"885","softer",1,1
"886","scribed",1,1
"887","sacred",2,1
"888","opinion",6,1
"889","writer",7,1
"890","corr",1,1
"891","quickly",5,1
"892","disintegrated",2,1
"893","followed",6,1
"894","pondant",1,1
"895","despite",3,1
"896","rain",2,1
"897","producing",6,1
"898","so-called",1,1
"899","birth",2,1
"900","death",9,1
"901","pilgrims",2,1
"902","impatience",1,1
"903","europeans",4,1
"904","able",17,1
"905","foot",3,1
"906","prints",3,1
"907","sai",1,1
"908","repaired",2,1
"909","lagers",2,1
"910","supporters",1,1
"911","sjiectful",1,1
"912","silence",1,1
"913","door",2,1
"914","content",2,1
"915","exploring",1,1
"916","theory",1,1
"917","hpworth",1,1
"918","photovraphed",1,1
"919","group",3,1
"920","towns",4,1
"921","pen",1,1
"922","surrounded",2,1
"923","tomb",2,1
"924","patriarchs",1,1
"925","front",13,1
"926","bared",1,1
"927","heads",2,1
"928","crowd",2,1
"929","vil",1,1
"930","rear",2,1
"931","relimits",1,1
"932","error",1,1
"933","widely",2,1
"934","marked",3,1
"935","slow",1,1
"936","process",7,1
"937","photographing",1,1
"938","spread",3,1
"939","represents",4,1
"940","entered",10,1
"941","arrival",2,1
"942","thronged",1,1
"943","vogue",2,1
"944","ricans",1,1
"945","movement",3,1
"946","kuropean",1,1
"947","civilization",4,1
"948","pham",1,1
"949","huston",1,1
"950","llieulogic.il",1,1
"951","accustomed",1,1
"952","instantaneous",1,1
"953","need",4,1
"954","mounted",4,1
"955","spoke",2,1
"956","grew",2,1
"957","nervous",2,1
"958","lone",2,1
"959","exposure",1,1
"960","perceive",1,1
"961","animus",1,1
"962","inspired",2,1
"963","sentences",2,1
"964","impressive",1,1
"965","manner",5,1
"966","article",6,1
"967","plain",3,1
"968","seen",8,1
"969","sink",1,1
"970","photographer",1,1
"971","took",6,1
"972","trials",2,1
"973","joct",1,1
"974","discredit",1,1
"975","journeyed",1,1
"976","satisfactory",2,1
"977","obtained",5,1
"978","missionaries",1,1
"979","thousands",3,1
"980","inspiration",1,1
"981","operating",3,1
"982","int",1,1
"983","hat",7,1
"984","arose",1,1
"985","spot",3,1
"986","photographed",1,1
"987","atone",1,1
"988","considered",4,1
"989","question",6,1
"990","suction",1,1
"991","remedies",1,1
"992","llus",1,1
"993","journals",1,1
"994","daily",3,1
"995","charging",1,1
"996","ajwft",1,1
"997","third",12,1
"998","party",5,1
"999","right",13,1
"1000","sight",2,1
"1001","solely",3,1
"1002","establishing",3,1
"1003","national",11,1
"1004","creed",1,1
"1005","mini",1,1
"1006","insect",4,1
"1007","unmentionable",1,1
"1008","crimes",3,1
"1009","roeals",1,1
"1010","nearest",3,1
"1011","relatives",1,1
"1012","discreet",1,1
"1013","use",20,1
"1014","mighty",2,1
"1015","agent",2,1
"1016","japan:japan",69,1
"1017","ancient",10,1
"1018","mine",4,1
"1019","worked",4,1
"1020","reopened",1,1
"1021","musashi",1,1
"1022","ese",87,1
"1023","manuscripts",1,1
"1024","undoubted",1,1
"1025","authenticity",1,1
"1026","mention",2,1
"1027","galleries",1,1
"1028","levels",1,1
"1029","esses",1,1
"1030","emperor",11,1
"1031","sagacity",1,1
"1032","rapid",3,1
"1033","progress",3,1
"1034","mode",1,1
"1035","rising",7,1
"1036","largely",11,1
"1037","due",7,1
"1038","thirty-nine",1,1
"1039","born",4,1
"1040","muteu",1,1
"1041","hit",3,1
"1042","succeeded",2,1
"1043","father",5,1
"1044","crowned",1,1
"1045","ham",2,1
"1046","ruled",2,1
"1047","believer",1,1
"1048","western",9,1
"1049","granted",3,1
"1050","representatives",4,1
"1051","met",3,1
"1052","consort",1,1
"1053","popular",6,1
"1054","travellers",1,1
"1055","invariably",2,1
"1056","speak",3,1
"1057","highest",4,1
"1058","terms",7,1
"1059","pie",4,1
"1060","family",5,1
"1061","individual",3,1
"1062","melting",1,1
"1063","lhe",1,1
"1064","coarser",1,1
"1065","profane",1,1
"1066","passages",1,1
"1067","brief",2,1
"1068","period",7,1
"1069","falling",1,1
"1070","state",9,1
"1071","torpor",1,1
"1072","lasts",1,1
"1073","feds",1,1
"1074","bowels",2,1
"1075","fed",1,1
"1076","tailed",1,1
"1077","milk",4,1
"1078","boil",1,1
"1079","hich",1,1
"1080","publications",1,1
"1081","devoted",3,1
"1082","science",2,1
"1083","rice",11,1
"1084","arrow-root",1,1
"1085","jelly",1,1
"1086","flour",2,1
"1087","porridge",1,1
"1088","gloried",1,1
"1089","com",2,1
"1090","literature",3,1
"1091","fine",4,1
"1092","arts",5,1
"1093","social",4,1
"1094","affairs",3,1
"1095","rago",1,1
"1096","tapioca",1,1
"1097","soft",6,1
"1098","toast",1,1
"1099","fruit",5,1
"1100","circulation",2,1
"1101","documents",4,1
"1102","sweets",1,1
"1103","avoided",1,1
"1104","youthful",1,1
"1105","bus",1,1
"1106","regimen",1,1
"1107","severe",5,1
"1108","drive",5,1
"1109","accursed",1,1
"1110","newspaper",5,1
"1111","reading",2,1
"1112","world",39,1
"1113","tractive",2,1
"1114","dozing",1,1
"1115","exciting",2,1
"1116","populace",1,1
"1117","profs",1,1
"1118","milne",1,1
"1119","imperial",5,1
"1120","dency",1,1
"1121","direction",3,1
"1122","repulsive",1,1
"1123","university",5,1
"1124","tokio",13,1
"1125","book",3,1
"1126","laxative",1,1
"1127","diet",4,1
"1128","consisting",2,1
"1129","oatmeal",1,1
"1130","placards",1,1
"1131","bear",2,1
"1132","signature",1,1
"1133","address",1,1
"1134","fall's",1,1
"1135","earthquake",6,1
"1136","centre",11,1
"1137","hominy",1,1
"1138","mush",1,1
"1139","wheaten",1,1
"1140","grits",1,1
"1141","baked",1,1
"1142","pota",1,1
"1143","efforts",6,1
"1144","british",45,1
"1145","killed",4,1
"1146","toes",1,1
"1147","beef",1,1
"1148","juice",1,1
"1149","apple",1,1
"1150","sauce",3,1
"1151","sugar",4,1
"1152","consuls",1,1
"1153","levelled",1,1
"1154","houses",6,1
"1155","pub-milk",1,1
"1156","food",11,1
"1157","gentle",1,1
"1158","missionary",7,1
"1159","true",5,1
"1160","inwardness",1,1
"1161","lished",1,1
"1162","yokohama",6,1
"1163","procorrective",1,1
"1164","teaspoonful",1,1
"1165","method",2,1
"1166","attacking",2,1
"1167","duced",2,1
"1168","area",6,1
"1169","desired",3,1
"1170","light",10,1
"1171","photographs",1,1
"1172","illustrat",1,1
"1173","mocha",2,1
"1174","coffee",6,1
"1175","igiue",1,1
"1176","northward",3,1
"1177","lies",4,1
"1178","fair",2,1
"1179","pleasant",2,1
"1180","vokwd",1,1
"1181","maiden",1,1
"1182","yoshl",1,1
"1183","clouds",1,1
"1184","storm-wind",1,1
"1185","shaken",1,1
"1186","name",12,1
"1187","peculiar",3,1
"1188","vslue",1,1
"1189","lbe",3,1
"1190","raisins",3,1
"1191","ïææïa",1,1
"1192","show",9,1
"1193","bros",1,1
"1194","meteoric",1,1
"1195","stones",1,1
"1196","diameter",1,1
"1197","ndition",1,1
"1198","reasonable",2,1
"1199","cjlnlg",1,1
"1200","changing",5,1
"1201","impulse",1,1
"1202","railways",3,1
"1203","owned",3,1
"1204","prepared",4,1
"1205","exe",1,1
"1206","yds",2,1
"1207","factory",4,1
"1208","gallon",1,1
"1209","water",13,1
"1210","weighs",1,1
"1211","earthquakes",4,1
"1212","averag",1,1
"1213","boiling",1,1
"1214","meat",8,1
"1215","wasteful",1,1
"1216","cooking",1,1
"1217","japan:canada",7,1
"1218","corn",3,1
"1219","really",2,1
"1220","profitably",1,1
"1221","law",5,1
"1222","holds",3,1
"1223","grain",4,1
"1224","excessive",3,1
"1225","heat",5,1
"1226","monture",1,1
"1227","reduce",1,1
"1228","undoubtedly",2,1
"1229","tiae",1,1
"1230","christ",2,1
"1231","heart",6,1
"1232","confined",3,1
"1233","ontario",5,1
"1234","production",5,1
"1235","mildew",1,1
"1236","aud",3,1
"1237","led",5,1
"1238","ships",12,1
"1239","rom",2,1
"1240","neareit",1,1
"1241","hardly",6,1
"1242","portions",1,1
"1243","quebec",4,1
"1244","mont",1,1
"1245","colder",1,1
"1246","limit",4,1
"1247","abandonment",1,1
"1248","bow",2,1
"1249","ohio",1,1
"1250","peninsula",7,1
"1251","seas",4,1
"1252","iffncre",1,1
"1253","ladies",2,1
"1254","real",6,1
"1255","warm",2,1
"1256","species",1,1
"1257","ome",1,1
"1258","extensive",2,1
"1259","vineyards",2,1
"1260","standing",1,1
"1261","pools",1,1
"1262","mrl",1,1
"1263","snasdsll",1,1
"1264","regarded",5,1
"1265","valleys",2,1
"1266","columbia",10,1
"1267","situation",16,1
"1268","roipsct",1,1
"1269","rivers",3,1
"1270","eonth",1,1
"1271","roadway",1,1
"1272","lighter",1,1
"1273","craft",2,1
"1274","spent",4,1
"1275","resummer",1,1
"1276","lakes",1,1
"1277","small",9,1
"1278","extent",5,1
"1279","ern",2,1
"1280","province",8,1
"1281","vine",3,1
"1282","semi-barbarous",1,1
"1283","thie",1,1
"1284","accounted",1,1
"1285","visit-frost",1,1
"1286","irrigation",1,1
"1287","yield",1,1
"1288","comparatively",4,1
"1289","irregular",1,1
"1290","returns",1,1
"1291","fifteen",2,1
"1292","average",6,1
"1293","level",3,1
