text,term.freq
referret,1
subject,9
reports,13
quarters,5
continental,5
unusually,1
owing,4
continuance,2
wet,3
cold,6
weather,7
contrary,2
yield,5
excess,1
deficiency,1
fact,28
turn,16
purely,5
american,41
farmer,6
hay,3
shone,1
avaricious,1
greedy,1
generally,10
reaped,1
garnered,2
results,5
bear,8
predictions,1
certainly,6
prevailed,3
considerable,6
period,14
comparatively,4
harvest,1
enjoyed,1
result,22
tliack,1
raip,1
larger,7
tliird,1
third,10
one-sixth,2
switzerland,15
denmark,17
ordinary,7
eases,2
ired,1
peoples,6
raise,3
needs,5
depend,2
imports,12
fear,13
entertained,2
hungarian,3
minister,19
agriculture,5
reporta,1
able,23
port,6
quantity,4
usually,8
hitheito,1
export,5
double,6
usual,2
altogether,3
confidently,1
expected,8
house-building,1
cursed,1
sister,4
catamaran,1
scolding,1
lior,2
remonstrance,1
expectancy,1
duodecimo,1
apartments,2
open,7
brother,7
imzelmb,1
guard,6
directly,4
save,8
deceived,1
worse,4
surprise,1
correct,5
certain,30
vent,2
ion,10
little,42
lobby,2
feet,8
event,5
oame,2
flew,3
disgust,1
overwhelmed,2
tious,1
wonderful,2
progress,3
ismall,1
lace,1
public,18
running,6
li;is,1
pinched,1
furnished,2
spleu,1
marvellous,2
previous,8
breathed,3
hard,16
teeth,2
campaign,8
future,18
assuredly,1
generation,6
followed,12
jolly,1
article,11
example,7
hettinger,1
fallen,3
asleep,1
disposal,2
armed,7
force,26
dressing-case,1
bedroom,1
weighed,1
celebrated,6
cards,4
habit,2
emoking,1
bed,4
morning,10
ourabie,1
lieutenant,4
winthrop,2
plain,4
terms,5
strate,1
advanced,2
belies,1
swarthy,1
temper,1
lieen,1
deteriorated,2
accordingly,3
gical,1
movements,2
scale,3
canada:united,1
compared,6
issue,6
manifesto,1
calling,4
assist,3
carrying,5
socialist,4
italy:spain,3
divided,5
free,14
portugal,8
amount,11
deduct,1
remainder,4
khedive,1
nominal,1
client,1
life,24
bulldog,1
letter,6
sought,2
breweries,2
interrupted,1
eagerly,1
iron,15
aws,1
unclosed,1
sacred,4
groves,1
dodona,1
streani,1
painted,3
himalayan,1
forests,3
glam,1
ban,1
mighty,1
floor,5
higher,4
despaired,1
account,12
corruptions,1
feebleness,1
antiquated,1
formulas,1
sac,1
red,14
writings,1
flung,1
wind,5
waters,5
filed,1
aylen,1
bul,1
objected,1
judgment,1
ju)n,1
cellars,1
lunk,1
reserved,1
woman,13
courting,1
clerks,1
shopkeepers,1
bend,2
hovc?n,1
mere,7
shawls,1
cashmere,2
wrestling,1
leviee,1
practical,7
remedies,1
buried,3
wurtemberg,1
soldier's,16
stay,1
ono,3
assumed,1
specialists,2
unable,7
cone,1
take,35
charge,11
case,17
beneficial,2
rallied,1
extent,7
ultimate,2
recovery,3
assured,5
consequence,5
triumph,3
fame,1
doctor,7
ameng,1
laymen,1
knighted,1
services,3
relative,2
reaction,2
lived,1
ugh,1
nands,1
english,17
physician,4
mother,12
awoke,1
frighten,1
oil,35
fuel,5
locomotives,1
latin,3
safety,6
rude,1
cabin,3
doors,4
engines,3
supplied,4
fewcr,1
twenty-nine,2
peers,1
strong,12
windows,1
tanks,4
firemen,1
past,16
rate,16
high,22
walls,2
wolf,2
option,1
coal,14
leap,2
fit,4
experience,6
shown,9
ccal,1
anxiety,1
father,11
prefer,3
requires,3
stok-told,1
probably,11
remained,9
steadier,1
steam,7
ettlemeut,1
"ni,ght",11
called,15
liecause,1
wolfe,3
overtake,1
skat,1
coined,1
glib,1
ioe,1
east,32
detatched,1
purity,1
especial,1
request,2
main,13
grevÃ©,1
easterling,1
howling,1
easter-house,1
sniffing,1
licga,1
parents,3
name,16
please,2
imperia,1
functionaries,1
forbidden,1
henceforth,4
register,1
infant,2
hearing,2
slightest,1
relation,1
politics,2
socialiste,1
fond,3
call,7
robespierre,1
lassalle,1
bcbel,1
liebknecht,2
objects,2
practice,4
child,9
chosen,2
calendar,2
saints,1
roll,4
princes,1
heroes,1
germany:canada,6
advice,3
thompson,3
lander,1
kin,2
house,14
anarchism,1
lynch,1
law,10
famine,4
troubles,2
australia,11
clouds,1
turkey,20
civil,6
havoc,4
republics,4
eruptions,1
iug,1
healthy,2
constitution,2
don't,3
pessi-roests,1
read,7
matrimonial,1
scheme,2
to-morrow,2
kuow,1
youug,1
thc,9
etching,1
chest,1
commended,1
moral,4
training,9
polonius,1
recog,1
stronger,4
talk,6
penitently,1
ought,8
pleasure,3
eople,1
dnna,1
nised,1
stiff,2
necked,1
written,8
g*vti,1
ha-v,1
wmarck,1
hen,4
strange,7
bewildering,1
held,18
mas,1
wife,9
"be,id",1
sultan,3
engaged,7
officer,7
drill,1
troops,17
insisted,1
useless,2
expensive,1
military,46
commissions,1
reach,13
spaniards,1
italians,1
officials,7
burden,4
moorish,1
treasury,2
representatives,3
really,12
en-cumbrancos,1
spies,5
actions,2
looks,3
interesting,6
spectacle,2
everybody,2
manger,1
goods,12
attractive,1
elties,1
franco,4
undersold,1
figures,12
street,5
render,2
houses,8
visible,2
newest,1
patent,3
electric,10
company,12
canary,1
birds,6
annually,6
raised,5
find,22
purchasers,1
coffin,2
sunk,7
consumption,4
beer,3
genuineness,1
assistance,5
sea,20
surged,1
lid,1
screwed,1
hour's,19
"abo,lfc",1
waa,1
mountainous,1
officers,8
doubted,2
hare,4
grew,1
hav-time,1
fixed,1
forthe,1
burial,1
hor,1
grief,2
stricken,3
v*adde,1
rom,2
qu*rter,1
population,18
book,6
tells,2
bryne,1
away,15
lover,1
permitted,3
lhe,3
boa,1
percent,6
bushrangers,1
"l,e",1
twenty-three,3
saved,7
causes,4
credited,3
awakening,1
necessity,2
temperance,1
reform,1
conviction,2
beer-drinking,1
weakening,1
moml,1
physical,4
nation,20
second,19
neces,1
sity,1
material,10
broad,3
statistics,7
show,13
votes,1
quarter,6
productive,2
energy,7
liquor,1
traffic,3
rib,2
bon,1
gathers,1
cheer,2
merely,13
turned,13
leathers,1
match,5
wned,1
folds,1
reaching,6
remember,3
happiness,1
straightway,1
lowered,1
precipice,1
trunk,2
leather,1
investigations,3
official,9
cholera,3
epidemic,2
disappearance,2
total,24
houi,1
quicken,1
deaths,2
pear,1
columbian,1
expoal,1
gallic,1
potion,1
names,3
places,9
persons,13
drouth,1
remains,4
urdbn,1
complete,12
fail,6
usa::give,1
thond,2
enjoyments,1
sake,2
invalid,1
offered,6
voluntarily,1
sacrifiÃ©,1
matter,19
lauraine,1
hear,9
end,38
etwynde,1
experienced,1
courier,1
travail,1
slow,3
stages,1
arrived,12
warm,5
evening,3
quaint,1
pretty,10
erie-bach,1
britan::the,1
agriculturist,1
local,5
poet,3
village,5
toe,1
funerai,1
bier,1
homae,1
sev,2
generations,2
jingling,1
bolls,1
passed,10
depopulated,1
wonder,5
sort,8
weop,1
bereaved,1
eral,1
minent,1
demonstrations,2
tiger,1
lay,7
wait,4
watching,3
opemt,1
hetrt,2
thorn,3
months,28
attract,1
epec-d,1
cattle,5
grazing,1
waiting,5
happened,3
tigers,1
evolved,1
heart,10
weeps,1
weep,1
tore,1
signalling,1
timeto,1
vleit,1
eome,1
thrrsas,1
amor,1
master,6
globe,5
mourns,1
ne'er,1
recall,3
head,16
wire,2
prove,6
satisfactory,3
police,7
eothat,1
code,3
import,3
twice,7
ethics,1
mon,2
consummate,1
craft,3
daring,3
aud,5
possessing,1
requisite,1
technical,1
education,7
scruple,2
send,5
skulk,1
naval,18
works,6
enemy,15
purpose,15
unravelling,1
mystery,3
students,7
tired,1
professional,5
enthusiasm,2
patriotism,1
oiofo,1
acquaintance,1
triumphs,1
eng,4
risk,3
adds,2
element,2
iveness,1
soldier's,1
standpoint,1
quoutly,1
plenty,6
volunteer,2
service,23
unsleeping,1
watchfulness,1
evade,1
secrets,1
havo,1
powers,13
aterial,1
instruments,1
tactic,1
plans,10
strongholds,1
theory,6
defence,6
lose,1
strength,15
secrecy,1
bailies,1
curiosity,2
oftem,1
etimu,1
rpg*hwhfii,1
solved,3
problem,10
powder,5
ingenuity,2
british,98
chemists,4
experiments,4
discovery,6
"explosive,and",1
kinds,2
resulted,3
regard,9
suoli,1
matters,4
long-range,2
rifles,1
impenetrable,1
armour,1
plate,5
invention,7
kept,10
secret,13
wou,1
iglc,1
monopolize,1
advantage,6
rifle,4
amalgam,1
resist,5
worst,8
projectiles,1
scientists,3
want,12
starting,1
grope,1
similar,10
mannlicher,1
range,2
threo,1
pronounced,1
critics,1
inferior,2
impulse,3
emitting,1
smoke,2
destructive,3
distance,7
unheard,1
arm,4
attack,21
concealed,1
stimulating,1
inventiveness,1
checked,1
details,2
defensive,2
somewhat,5
efficiency,3
canbe,1
private,6
excluded,1
connected,3
proves,1
incorruptible,1
bribery,1
secrete,1
prying,1
disposition,3
hopes,8
wdl,1
bargain,1
freeing,1
prisoners,8
wendep,1
holmes,1
avoid,4
believes,5
propounding,1
questions,5
crush,3
distinguished,3
commerce,8
largely,3
answers,3
interest,10
produce,6
eilecfc,1
conciseness,1
instance,7
relish,2
fears,3
care,7
write,3
spend,4
travelled,1
incoimito,1
satisfaction,1
appears,6
sores,1
abont,1
fetlock,1
joint,2
allows,1
lorids,1
temptations,1
thrown,5
takes,5
iname,1
swit/rr,1
unulf,1
southward,3
purple,1
martini,1
oellent,1
chef,1
fatal,3
fruits,3
liqueurs,1
originated,5
mexico,3
chim,1
ruin,2
din,2
ncy,1
swift,4
ner,2
quite,12
belated,1
jersey,2
connection,2
impression,2
ars,3
revival,2
kail,1
mug,1
geste,1
kuropean,1
cloud,3
responsible,3
measure,5
feeling,8
intimate,2
civilized,2
nations,17
trouble,13
reacts,1
atlantic,15
cry,2
slip,1
doge,1
bare,3
burope,1
consul,1
rations,2
influence,3
financiers,1
authorities,12
statesmen,3
treaty,13
cold-watering,1
shows,10
intend,2
catepaw,1
pull,1
alsace,2
chestnuts,1
fire,12
russian,12
stir,4
reasons,6
intelligent,2
sober-minded,1
frenchmen,4
understand,6
meaning,3
incline,1
shun,1
plague,3
important,16
oernumy,1
borrowed,5
required,5
purposes,5
debt,10
squalled,1
similarly,3
owe,2
waging,3
dethroned,1
republic,5
leaps,1
bounds,1
annual,11
taxation-excluding,1
taxation,5
count,5
resident,2
foreigners,3
custom-house,1
adding,4
imperial,10
separate,7
deducting,1
millions,15
germa,2
one-half,4
sum,4
wage,2
and-death,1
struggle,13
equalled,1
waged,2
wages,4
weavers,1
textile,2
industries,6
extremely,2
low,7
class,9
hopeless,3
ong,1
ventilated,1
minimum,5
allowance,1
plainest,1
food,30
reduced,5
majority,3
artie-ans,1
physically,1
incapable,2
outdoor,1
fora,1
weaver,1
breakfast,2
bread,9
broken,4
toes,2
potato,5
soup,4
supper,2
meat,2
purchased,7
itiee,1
sundays,1
holidays,1
mass,5
luxury,1
character,6
varies,1
smeadment,1
requiring,1
prosecutors,1
extraction,1
nickel,1
isnder,1
provision,4
deposit,1
constituent,2
jtcurity,1
costs,2
court,2
lost,13
interested,2
metallurgist,1
whore,1
taut,1
punishing,1
bribe,2
taker,1
studied,2
processes,2
naoer,1
folded,1
twiee-lhat,1
merchant,6
fined,1
pioter,1
he.tily,1
u.ing,1
quotation,1
b.bl,1
draws,2
phelps,1
ex-minister,1
unite,2
tea,2
nook,1
n.j,1
saturday,4
o'clock,1
ailment,1
typhoid,1
fever,3
suspicious,1
behring,2
flying,4
flags,2
orders,2
fleet,13
arrest,1
catch,2
seals,1
charges,2
duplicity,1
informed,6
malet,2
ambassador,4
thank,2
reverse,1
friendly,4
poliov,1
distrust,1
maid,2
tendered,1
resignation,1
kiel,7
edition,3
york,14
herald,2
dated,4
july,7
mays,2
thonouth,1
terminator,1
mar,2
observed,1
javelle,1
nice,3
observatory,1
russia:france,2
idea,6
self,3
importance,13
excited,1
sweet,4
amiable,1
pall,1
mall,6
gazette,3
excessive,5
praise,2
gradually,2
fourth,3
pleasant,2
associate,1
strikes,1
lines,6
maiden,1
bashful,1
vanity,2
judicious,1
compli,1
resting,3
divorce,2
split,2
knot,2
call-lordly,1
creature,3
canaille,1
stimulus,2
contradicting,1
abnormal,1
egotism,1
wants,8
theatrical,2
engagement,2
ill-not,1
overdone,1
fellow,6
treating,1
mother-in-law,1
owns,2
insuperable,3
aversion,3
harem,1
partie,1
massachusettsior,1
mississippi,1
ularly,1
opium,1
simi-connection,1
women,21
careful,2
lar,2
drug,2
tobacco,4
serve,5
publishes,2
literary,1
owned,1
working,12
rarely,1
receive,6
week,46
husband,6
seriously,6
going,16
stage,6
persisting,1
artistic,3
roumania,2
ary,3
husband's,1
frees,1
fills,1
moat,3
brmarkable,1
rare,1
oaiamptlaa,1
useful,2
society,7
laÂ»l,1
bla*ee-ls,1
guileless,1
expressions,1
disease,2
oaqaered,1
liupenaai,1
feels,3
iuge,1
knew,5
absolutely,9
maintains,1
claim,5
divine,2
right,20
rule,7
patient,5
outside,11
ufe,1
test,1
severe,3
ridicule,1
ages,4
"arrogance,and",1
Ã nd,1
admit,2
unfair,1
intellectual,3
quiet,2
beneath,1
mailed,2
heel,1
protest,2
convinced,2
noisy,1
widespread,1
value,5
pink,2
pills,7
significant,2
weuty-tive,1
soothing,1
cough,2
mixture,2
revolt,1
agsinst,1
absolutism,1
expressed,2
symptoms,1
abated,1
foundation,1
political,18
longer,7
social,6
democrats,1
infinitesimal,1
calls,3
rapid,3
beginnings,3
grown,3
despite,7
persistent,2
koester,1
drive,14
persecution,3
today,7
numerically,2
strongest,1
reasonably,1
empire,31
feudalism,1
weakness,2
expectoration,1
ceased,4
palace,5
pitted,2
socialism,3
breathing,1
preaches,1
diseased,1
lung,2
restored,3
king's,2
laeealle,1
contest,1
october,7
tellect,1
unwisely,1
directed,6
medicine,8
arrogant,2
superstition,1
history,7
thirteenth,2
century,6
leaves,5
doubt,10
traveled,1
Ã¿iorou,1
frr,1
"b,e,reei",1
"a*a,e",1
treaties,4
zollverein,1
canada,23
tariff,4
concessions,3
agreed,8
additional,4
legislation,1
canadian,35
writes,5
fairs,3
dull,1
cassels,1
tven,1
issuing,1
printed,4
hoi,3
bibles,2
oxford,2
englishman,1
gets,5
fasts,1
eggs,9
danish,4
but-vient,1
knien,1
lunch,1
dutch,11
theese,1
ostend,1
rabbit,1
fot,3
australian,4
beef,2
mutton,2
potatoes,9
greens,1
canned,1
fortune,4
dispersed,1
hamilton,4
collection,5
moet,2
magnificent,1
irate,1
meet,4
extravagant,1
expenditures,1
famous,11
beck,2
ford,3
library,1
siauces,1
dose,2
croton,1
fell,4
tarte,2
prescribed,1
germain,1
immediately,6
aftewards,1
commenced,3
suffer,5
excruciating,1
agony,1
physicians,2
puzzled,2
beausoleil,1
summoned,2
montreal,7
fatigues,1
empress,5
endured,2
festivities,1
lted,1
increasing,5
delicate,3
health,7
austnafdo,1
verity's,1
absence,2
inclined,3
safely,3
imitate,2
prosperous,6
glorious,2
ac-reason,1
exportations,1
cording,3
alight,1
decrease,4
attained,1
coat,5
granddaughter,1
rested,1
yearlings,1
commonest,1
deformity,1
tor,7
neglects,1
fireman,1
sat,4
silent,1
cows,2
pen,1
exercise,1
criminals,5
tendency,2
thoroughly,6
sleeping,2
apart,3
whv,1
hn.i,1
ih.f,1
rly,1
vsrietiea,1
actoristic,1
aquatic,1
mammals,1
fails,2
pay,13
subcrown,1
box,3
"ofiu,)le",1
rnaaon,1
early,11
var,1
ta.regardt,1
h.tan'iiai,1
"a""x",1
unusual,2
ren,2
tered,1
crowd,1
fhÃª,1
jeal,2
special,14
taxes,2
judged,2
doubtless,2
boundaries,3
armenia,2
beam,2
growth,3
latitudes,2
frozen,3
combs,1
feb,1
observer,3
claims,4
authority,7
statement,6
invited,1
co-operate,2
plan,6
hostile,3
tvueeia,1
refused,6
accept,6
proposal,3
tura,1
