"","words","term.freq","doc.freq"
"279","olmont",1,1
"280","consented",2,1
"281","non-commis",1,1
"282","invaded",5,1
"283","anam",1,1
"284","manifested",3,1
"285","ened",1,1
"286","cast",6,1
"287","glance",2,1
"288","iui",1,1
"289","va,l!v.il",1,1
"290","traversing",1,1
"291","tunis",6,1
"292","governor-general",1,1
"293","expressed",3,1
"294","regret",3,1
"295","liat",1,1
"296","face",16,1
"297","madu",1,1
"298","visage",1,1
"299","nuid",1,1
"300","woman",22,1
"301","mother",19,1
"302","dared",3,1
"303","lmd",1,1
"304","wish",6,1
"305","annex",3,1
"306","explained",5,1
"307","aw.»y",1,1
"308","stao",1,1
"309","certainly",4,1
"310","aid",19,1
"311","xvliat",1,1
"312","swerved",1,1
"313","france:italy",22,1
"314","countries",57,1
"315","won",9,1
"316","pleased",3,1
"317","word",16,1
"318","cameifrem",1,1
"319","lips",1,1
"320","picture",7,1
"321","saw",27,1
"322","frost",4,1
"323","small",24,1
"324","fig",1,1
"325","physician",2,1
"326","fears",4,1
"327","perfect",8,1
"328","england:france",49,1
"329","work",46,1
"330","gilmour",1,1
"331","bros",1,1
"332","ehan",1,1
"333","b,,y",1,1
"334","thc",13,1
"335","lcast",1,1
"336","wmter",1,1
"337","passing",8,1
"338","pass",8,1
"339","corner",2,1
"340","statesman",2,1
"341","arrivei",1,1
"342","music",3,1
"343","took",34,1
"344","study",9,1
"345","tragedy",4,1
"346","touched",1,1
"347","heart",12,1
"348","net",5,1
"349","little",52,1
"350","journals",1,1
"351","week",54,1
"352","gave",21,1
"353","piquant",1,1
"354","degradation",1,1
"355","ins",11,1
"356","ances",1,1
"357","looking",6,1
"358","away",20,1
"359","xvsr",1,1
"360","trees",8,1
"361","duke",10,1
"362","true",8,1
"363","comes",21,1
"364","river",13,1
"365","murmur",2,1
"366","stream",1,1
"367","lover",1,1
"368","impatiently",1,1
"369","duke,a",1,1
"370","chateau",3,1
"371","south",42,1
"372","whicn",1,1
"373","hoisted",1,1
"374","tno",1,1
"375","cen",1,1
"376","lost",20,1
"377","pride",3,1
"378","coldness",1,1
"379","difficulty",8,1
"380","world",63,1
"381","tie",10,1
"382","father",27,1
"383","mothei",1,1
"384","friend",13,1
"385","minor",4,1
"386","vastaccum-suppose",1,1
"387","vnd",1,1
"388","ulation",1,1
"389","money",23,1
"390","waa",7,1
"391","handsome,with",1,1
"392","innate",1,1
"393","instinct",2,1
"394","remember",12,1
"395","certain",36,1
"396","dark",17,1
"397","patrician",1,1
"398","beauty",7,1
"399","eyes",14,1
"400","sho",2,1
"401","livin",1,1
"402","stood",5,1
"403","clear",15,1
"404","vivid",6,1
"405","blue",8,1
"406","hair",7,1
"407","fore",6,1
"408","recoj",1,1
"409","prize",2,1
"410","brown",9,1
"411","healthy",3,1
"412","colour",2,1
"413","strange",8,1
"414","ither",1,1
"415","forms",7,1
"416","moustache",3,1
"417","quite",15,1
"418","hide",3,1
"419","linking",1,1
"420","beautiful",7,1
"421","mouth",7,1
"422","tall",4,1
"423","wondering",2,1
"424","soldierly",2,1
"425","bearing",7,1
"426","dike",1,1
"427","broad",4,1
"428","shoulders",2,1
"429","bread",7,1
"430","chest",4,1
"431","bad",14,1
"432","rumour",1,1
"433","means",20,1
"434","curing",1,1
"435","national",35,1
"436","blindness",1,1
"437","keeps",4,1
"438","circumstances",2,1
"439","allow",4,1
"440","permitted",4,1
"441","door",6,1
"442","empire",17,1
"443","stand",13,1
"444","ajar",1,1
"445","welcome",5,1
"446","characterized",2,1
"447","gush",1,1
"448","unpleasantness",1,1
"449","possibiliy",1,1
"450","first-class",2,1
"451","future",21,1
"452","stimulated",2,1
"453","celestial",1,1
"454","mind",15,1
"455","proper",5,1
"456","appreciation",5,1
"457","modem",4,1
"458","inventions",2,1
"459","sudden",7,1
"460","demand",6,1
"461","telo-graj",1,1
"462","poles",2,1
"463","quick",7,1
"464","omv",1,1
"465","munication",1,1
"466","distances",1,1
"467","rapidly",8,1
"468","supplied",8,1
"469","tick",1,1
"470","electric",17,1
"471","wire",6,1
"472","heard",10,1
"473","walls",2,1
"474","pekin",3,1
"475","important",20,1
"476","fact",36,1
"477","significance",2,1
"478","exhausted",1,1
"479","finally",12,1
"480","settled",8,1
"481","telegraph",2,1
"482","wires",2,1
"483","mere",3,1
"484","mean",5,1
"485","neighbourhmxl",1,1
"486","remote",1,1
"487","provinces",5,1
"488","possibly",12,1
"489","cable",3,1
"490","despatch",8,1
"491","received",30,1
"492","friday",6,1
"493","announced",3,1
"494","death",32,1
"495","cannes",4,1
"496","highness",1,1
"497","leopold",1,1
"498","youngest",2,1
"499","start",11,1
"500","darmstadt",1,1
"501","attend",8,1
"502","marriage",8,1
"503","niece",1,1
"504","hesse",1,1
"505","tlaugh",1,1
"506","sister",8,1
"507","ruwn",1,1
"508","jewels",6,1
"509","hospitals",7,1
"510","austria",25,1
"511","re-opened",1,1
"512","office",23,1
"513","rear",5,1
"514","committee",5,1
"515","sur",2,1
"516","hand",37,1
"517","upper",4,1
"518","celt",1,1
"519","floe",1,1
"520","ti'ofqu",1,1
"521","udetu",1,1
"522","ativïncï",1,1
"523","kor",1,1
"524","geons",1,1
"525","appointed",4,1
"526","full",23,1
"527","practice",10,1
"528","carried",19,1
"529","discovered",5,1
"530","rong",1,1
"531","support",8,1
"532","various",17,1
"533","unexploded",1,1
"534","truck",2,1
"535","europe",38,1
"536","holland",10,1
"537","atone",2,1
"538","projectile",1,1
"539","immediately",12,1
"540","italy",46,1
"541","portugal",10,1
"542","take",32,1
"543","plotted",1,1
"544","mutilating",1,1
"545","child",11,1
"546","imirl",1,1
"547","orttcally",1,1
"548","british",68,1
"549","exhibitor",1,1
"550","manner",11,1
"551","died",16,1
"552","removed",12,1
"553","au.ptces",1,1
"554","numerousmfluen",1,1
"555","france:russia",6,1
"556","story",14,1
"557","outrage",2,1
"558","oil",14,1
"559","jew",3,1
"560","order",29,1
"561","brother's",2,1
"562","wedding",6,1
"563","ignorant",1,1
"564","french",191,1
"565","unable",5,1
"566","understand",7,1
"567","ticket",4,1
"568","station",9,1
"569","neighborhood",1,1
"570","varia",1,1
"571","railroad",2,1
"572","employe",1,1
"573","caused",7,1
"574","imprisoned",2,1
"575","filthy",1,1
"576","cellar",2,1
"577","remained",11,1
"578","days",36,1
"579","food",27,1
"580","rope",3,1
"581","neck",5,1
"582","buckets",1,1
"583","emptied",1,1
"584","knocked",2,1
"585","handcuffed",1,1
"586","mayor",3,1
"587","place",40,1
"588","investigation",1,1
"589","released",5,1
"590","brother",11,1
"591","tells",7,1
"592","pealed",1,1
"593","authorities",16,1
"594","power",27,1
"595","lot",13,1
"596","emigrants",1,1
"597","contracts",1,1
"598","lived",5,1
"599","canada",46,1
"600","thinking",1,1
"601","ready",18,1
"602","thoroughly",3,1
"603","surveyed",2,1
"604","located",2,1
"605","return",19,1
"606","enjoy",4,1
"607","delights",2,1
"608","blame",1,1
"609","approved",6,1
"610","european",20,1
"611","civilization",5,1
"612","deem",1,1
"613","policy",9,1
"614","giving",14,1
"615","centre",8,1
"616","find",18,1
"617","brief",2,1
"618","fully",5,1
"619","committed",5,1
"620","speaking",2,1
"621","protestant",3,1
"622","teachers",1,1
"623","opens",1,1
"624","belonged",2,1
"625","importance",14,1
"626","cowansville",1,1
"627","county",9,1
"628","mississiquoi",1,1
"629","interval",1,1
"630","oblivion",1,1
"631","neglect",3,1
"632","commercial",10,1
"633","sense",5,1
"634","pushing",2,1
"635","forward",3,1
"636","nesday",1,1
"637","october",10,1
"638","concern",4,1
"639","awaken",1,1
"640","france:canada",28,1
"641","compensate",1,1
"642","ear",1,1
"643","original",7,1
"644","terms",2,1
"645","kdng",1,1
"646","forgotten",4,1
"647","misrepresented",1,1
"648","cmumiji",1,1
"649","minutes",11,1
"650","room",10,1
"651","ivith",1,1
"652","remarkable",5,1
"653","smile",7,1
"654","countenance",1,1
"655","shook",1,1
"656","arfcily",1,1
"657","confess",3,1
"658","moved",8,1
"659","quiet",5,1
"660","calm",5,1
"661","absence",5,1
"662","nervousness",1,1
"663","irritability",1,1
"664","grandest",1,1
"665","examples",4,1
"666","human",8,1
"667","moral",7,1
"668","courage",3,1
"669","sever",1,1
"670","stoic",2,1
"671","imagined",4,1
"672","felt",10,1
"673","overpowered",1,1
"674","position",27,1
"675","past",14,1
"676","rushed",3,1
"677","memory",6,1
"678","youth",8,1
"679","rome",6,1
"680","dreams",3,1
"681","subsequent",1,1
"682","desperate",2,1
"683","attempts",2,1
"684","obtain",5,1
"685","prisons",1,1
"686","sanguine",2,1
"687","unchanged;his",1,1
"688","wonderful",8,1
"689","escape",9,1
"690","ham",4,1
"691","lus",1,1
"692","residence",2,1
"693","london,where",1,1
"694","riots",2,1
"695","acted",5,1
"696","special",15,1
"697","constable",1,1
"698","englishman",4,1
"699","election",5,1
"700","president",30,1
"701","millions,in",1,1
"702","millions",13,1
"703","crown",6,1
"704","english",54,1
"705","minister",18,1
"706","event",5,1
"707","realized",5,1
"708","early",19,1
"709","reign",6,1
"710","twenty-two",1,1
"711","enriched",1,1
"712","belief",3,1
"713","adorned",1,1
"714","capitals",2,1
"715","hia",2,1
"716","liberation",2,1
"717","memories",2,1
"718","tip-on",1,1
"719","r«ce",1,1
"720","successful",12,1
"721","romantic",1,1
"722","army",44,1
"723","inch",3,1
"724","ground",10,1
"725","call",9,1
"726","house",26,1
"727","hired",1,1
"728","village",13,1
"729","shown",12,1
"730","con",16,1
"731","veal",1,1
"732","wlikt",1,1
"733","shaking",1,1
"734","guerre",2,1
"735","connue",1,1
"736","cist",1,1
"737","bitn",1,1
"738","boii",1,1
"739","vtnir",1,1
"740","voir",1,1
"741","bleeding",2,1
"742","arrested",6,1
"743","loi",2,1
"744","clot",1,1
"745","blood",5,1
"746","ttluseu",1,1
"747","tin",12,1
"748","depressed",2,1
"749","wound",2,1
"750","healing",2,1
"751","destruction",6,1
"752","aud",10,1
"753","anarchy",2,1
"754","method",12,1
"755","fsutur",1,1
"756","simply",11,1
"757","stitches",1,1
"758","prevailing",1,1
"759","sew",1,1
"760","edges",1,1
"761","surfaces",1,1
"762","misfortunes",3,1
"763","communi-wound",1,1
"764","vari",1,1
"765","horrors",3,1
"766","materials",1,1
"767","thread",1,1
"768","horse-hair",1,1
"769","piesence",1,1
"770","enemies",4,1
"771","cat-gut",1,1
"772","need",10,1
"773","v,u»siau",1,1
"774","armies",17,1
"775","appeared",5,1
"776","application",2,1
"777","acute",1,1
"778","humiliation",1,1
"779","insertion",1,1
"780","veterinary",1,1
"781","geon",1,1
"782","société",1,1
"783","jltppt'l",1,1
"784","prrchrrtmuê",1,1
"785","lph",1,1
"786","tnir",1,1
"787","e&s",1,1
"788","chamber",11,1
"789","agriculture",2,1
"790","revel",1,1
"791","iota",1,1
"792","n»a",1,1
"793","evoked",1,1
"794","bitte",1,1
"795","reflections",1,1
"796","euglu-h",1,1
"797","railway",13,1
"798","companies",3,1
"799","ton",12,1
"800","sent",33,1
"801","bhsvershaifl",1,1
"802","london",43,1
"803","sta",1,1
"804","r-riage",1,1
"805","flushing",1,1
"806","potatoes",2,1
"807","delivered",3,1
"808","cherb",1,1
"809","ourg",1,1
"810","i\mz»noe",1,1
"811","charge",10,1
"812","plies",1,1
"813","going",32,1
"814","north",38,1
"815","gen",4,1
"816","simple",4,1
"817","reason",14,1
"818","cover",7,1
"819","deficit",2,1
"820","press",13,1
"821","ass",1,1
"822","fciation",1,1
"823","publishes",4,1
"824","following",21,1
"825","hich",1,1
"826","obtained",9,1
"827","reliable",3,1
"828","source",8,1
"829","aylward",1,1
"830","notorious",2,1
"831","connection",8,1
"832","boer",5,1
"833","rebellion",3,1
"834","arrived",10,1
"835","york",47,1
"836","warn",2,1
"837","extremely",2,1
"838","reticent",1,1
"839","prove",9,1
"840","sliarp",1,1
"841","thorn",3,1
"842","fortnight",2,1
"843","describing",6,1
"844","surgeon-dentist",1,1
"845","carefully",6,1
"846","avoided",3,1
"847","haunts",1,1
"848","ignoring",1,1
"849","fenian",1,1
"850","leaders",2,1
"851","informant",1,1
"852","aly",3,1
"853","ward's",1,1
"854","visit",19,1
"855","connected",6,1
"856","ith",3,1
"857","riel",2,1
"858","furthering",1,1
"859","movement",11,1
"860","separation",2,1
"861","groat",2,1
"862","encourages",2,1
"863","directly",7,1
"864","organized",10,1
"865","emigration",1,1
"866","intrigue",1,1
"867","loyal",2,1
"868","canadians",11,1
"869","realize",5,1
"870","affair",5,1
"871","expriment",1,1
"872","designed",4,1
"873","accustom",1,1
"874","french-canadians",1,1
"875","feel",8,1
"876","distinct",2,1
"877","race",8,1
"878","middle",11,1
"879","march",16,1
"880","sailed",3,1
"881","minn",1,1
"882","arrival",3,1
"883","republican",2,1
"884","brotherhood",1,1
"885","westward",1,1
"886","includingcapt",1,1
"887","prompt",2,1
"888","use",34,1
"889","plied",3,1
"890","forehead",1,1
"891","cloths",1,1
"892","h»dow",1,1
"893","clelm",1,1
"894","blm",1,1
"895","avert",1,1
"896","attacks",6,1
"897","to-morrow",2,1
"898","pleuos",1,1
"899","anciently",1,1
"900","parte",2,1
"901","sale",13,1
"902","land",47,1
"903","custom",4,1
"904","twelve",7,1
"905","adult",1,1
"906","witn",1,1
"907","eoutpaaied",1,1
"908","twevle",1,1
"909","boys",14,1
"910","end",45,1
"911","whan",1,1
"912","price",9,1
"913","paid",12,1
"914","ita",2,1
"915","surrender",4,1
"916","ears",6,1
"917","hoys",1,1
"918","pulled",1,1
"919","beaten",2,1
"920","severely",2,1
"921","pain",7,1
"922","inflicted",4,1
"923","impression",6,1
"924","required",9,1
"925","mlghtbeer",1,1
"926","witness",3,1
"927","somewhat",7,1
"928","similar",14,1
"929","prevailed",3,1
"930","seme",4,1
"931","toe",7,1
"932","period",16,1
"933","criminal",2,1
"934","condemned",2,1
"935","parents",4,1
"936","brought",30,1
"937","children",24,1
"938","execution",6,1
"939","occurred",6,1
"940","whipped",1,1
"941","rods",1,1
"942","exalted",1,1
"943","sufferings",1,1
"944","warning",5,1
"945","awful",2,1
"946","example",11,1
"947","keep",13,1
"948","path",3,1
"949","virtue",1,1
"950","female",5,1
"951","councillors",1,1
"952","elected",3,1
"953","muni-efpal",1,1
"954","voters",2,1
"955","chosen",3,1
"956","normans",1,1
"957","bongos",1,1
"958","tot",1,1
"959","depart",3,1
"960","seine",6,1
"961","inférieurs",1,1
"962","majority",8,1
"963","thirty-eight",1,1
"964","online",1,1
"965","competitor",2,1
"966","lot-ettier",1,1
"967","ails",1,1
"968","depth",2,1
"969","crude",3,1
"970","diy",1,1
"971","taught",1,1
"972","experience",24,1
"973","iilterancos",1,1
"974","empress",1,1
"975","goddard",1,1
"976","france:germany",33,1
"977","ireland",16,1
"978","scotland",15,1
"979","sweden",15,1
"980","norway",16,1
"981","rnt",2,1
"982","live",23,1
"983","monuments",2,1
"984","n«poleon",1,1
"985","standing",3,1
"986","cities",8,1
"987","despite",8,1
"988","commune",2,1
"989","leader",5,1
"990","save",9,1
"991","nv-il,imo",1,1
"992","knglaml",1,1
"993","hvotluid",1,1
"994","urrmauy",1,1
"995","hrreden",1,1
"996","pted",1,1
"997","resignation",2,1
"998","premier",15,1
"999","evening",14,1
"1000","morning",11,1
"1001","summoned",5,1
"1002","freycinet",2,1
"1003","form",20,1
"1004","cabinet",6,1
"1005","frrycinut",1,1
"1006","reluctant",1,1
"1007","accept",2,1
"1008","responsibility",4,1
"1009","view",16,1
"1010","gravity",5,1
"1011","situation",17,1
"1012","consider",3,1
"1013","prop",1,1
"1014","consult",2,1
"1015","retiring",2,1
"1016","ministers",5,1
"1017","bria-son",1,1
"1018","reception",1,1
"1019","ely-see",1,1
"1020","tomorrow",2,1
"1021","irevy",1,1
"1022","readily",2,1
"1023","acquiesced",1,1
"1024","brisson's",1,1
"1025","absent",1,1
"1026","elouuet",1,1
"1027","quit",3,1
"1028","eaker",1,1
"1029","deputies",7,1
"1030","cle",1,1
"1031","monceau",1,1
"1032","justice",5,1
"1033","warns",2,1
"1034","coming",12,1
"1035","chimerical",1,1
"1036","working",7,1
"1037","disregards",1,1
"1038","radical",4,1
"1039","party",12,1
"1040","tunquin",1,1
"1041","credit",7,1
"1042","ceased",4,1
"1043","exist",8,1
"1044","attempt",5,1
"1045","patch",3,1
"1046","help",20,1
"1047","right",20,1
"1048","rash",1,1
"1049","puerile",1,1
"1050","able",21,1
"1051","black",9,1
"1052","cloud",4,1
"1053","descended",1,1
"1054","kingdom",14,1
"1055","hastened",1,1
"1056","previously",6,1
"1057","law",22,1
"1058","xvi",1,1
"1059","flight",4,1
"1060","family",17,1
"1061","oroseed",1,1
"1062","channel",19,1
"1063","dover",2,1
"1064","a*x",1,1
"1065","chapel",4,1
"1066","watch",7,1
"1067","progress",8,1
"1068","events",5,1
"1069","news",9,1
"1070","hopeless",3,1
"1071","queen's",3,1
"1072","letters",6,1
"1073","despairing",1,1
"1074","lamballe",1,1
"1075","set",22,1
"1076","foi",3,1
"1077","irrevocably",2,1
"1078","oast",1,1
"1079","student",2,1
"1080","arsenal",1,1
"1081","foo",1,1
"1082","sronoe",1,1
"1083","oakk",1,1
"1084","whites",1,1
"1085","egg",4,1
"1086","ecnrity",1,1
"1087","halleck",1,1
"1088","unmarked",1,1
"1089","grave",16,1
"1090","choo",1,1
"1091","shortly",8,1
"1092","expected",13,1
"1093","half",27,1
"1094","teaspoonful",3,1
"1095","cream",3,1
"1096","tartar",1,1
"1097","drake",2,1
"1098","suicide",1,1
"1099","raelf",1,1
"1100","divided",4,1
"1101","gov",3,1
"1102","cupof",1,1
"1103","sugar",9,1
"1104","flour",7,1
"1105","wild",7,1
"1106","bohterava",1,1
"1107","eminent",2,1
"1108","schools",9,1
"1109","object",6,1
"1110","aoquir",1,1
"1111","iemon",1,1
"1112","night",17,1
"1113","remedy",3,1
"1114","repression",1,1
"1115","merely",11,1
"1116","informed",3,1
"1117","criesis",1,1
"1118","greek",2,1
"1119","secret",8,1
"1120","crime",5,1
"1121","threw",3,1
"1122","obstacles",1,1
"1123","c\arge",1,1
"1124","fmekr",1,1
"1125","canadien",3,1
"1126","meesri",1,1
"1127","appert",1,1
"1128","cllchy",1,1
"1129","dhoovered",1,1
"1130","athens",1,1
"1131","bog",1,1
"1132","ply",4,1
"1133","ultimatum",2,1
"1134","jug",1,1
"1135","disarm",2,1
"1136","points",3,1
"1137","notified",2,1
"1138","powers",17,1
"1139","prior",7,1
"1140","receipt",2,1
"1141","accepted",10,1
"1142","counsel",1,1
"1143","formal",5,1
"1144","assurance",1,1
"1145","yielded",2,1
"1146","tuo",1,1
"1147","fifteen",8,1
"1148","tavern",1,1
"1149","relations",7,1
"1150","liberal",4,1
"1151","supply",11,1
"1152","springer",1,1
"1153","whiskey",1,1
"1154","be-eight",1,1
"1155","shop",7,1
"1156","wholesale",2,1
"1157","lloeneee",1,1
"1158","dangerously",2,1
"1159","trained",5,1
"1160","body",18,1
"1161","poured",4,1
"1162","granted",5,1
"1163","toronto",36,1
"1164","commie",1,1
"1165","floods",2,1
"1166","causing",2,1
"1167","damage",3,1
"1168","pint",2,1
"1169","barker",1,1
"1170","throat",2,1
"1171","loners",1,1
"1172","factories",9,1
"1173","oeneeqnenoe",1,1
"1174","sed",1,1
"1175","finrirr",1,1
"1176","canadlra",1,1
"1177","mv*ilaid",1,1
"1178","krotlaud",1,1
"1179","eld",1,1
"1180","daughter",7,1
"1181","kir",1,1
"1182","introduction",3,1
"1183","potato",3,1
"1184","puy",1,1
"1185","aved",1,1
"1186","bean",1,1
"1187","picked",4,1
"1188","boat",6,1
"1189","orleans",5,1
"1190","bour",1,1
"1191","that*age",1,1
"1192","lv(,n.ome",1,1
"1193","terrible",4,1
"1194","racked",1,1
"1195","accused",5,1
"1196","offender",2,1
"1197","atit",1,1
"1198","ets",1,1
"1199","ange",1,1
"1200","vftn",1,1
"1201","reproduced",1,1
"1202","copies",3,1
"1203","doima",1,1
"1204","tousino",1,1
"1205","richest",1,1
"1206","cident",1,1
"1207","street",17,1
"1208","weeks",19,1
"1209","wore",9,1
"1210","frame",1,1
"1211","conceal",3,1
"1212","conscious",1,1
"1213","mult",1,1
"1214","furnished",4,1
"1215","toother",1,1
"1216","libraries",1,1
"1217","chili",1,1
"1218","owns",3,1
"1219","vast",7,1
"1220","plantations",3,1
"1221","portion",6,1
"1222","exerting",1,1
"1223","strong",10,1
"1224","pressure",6,1
"1225","colleagues",5,1
"1226","regard",5,1
"1227","franco's",2,1
"1228","alleged",6,1
"1229","rights",6,1
"1230","vaguely",2,1
"1231","southing",1,1
"1232","toulouse",3,1
"1233","speech",5,1
"1234","explicit",2,1
"1235","print",1,1
"1236","problems",2,1
"1237","foreign",20,1
"1238","pdicy",1,1
"1239","occasion",4,1
"1240","touch",5,1
"1241","feature",3,1
"1242","government's",1,1
"1243","programme",2,1
"1244","labor",8,1
"1245","free",20,1
"1246","possible",23,1
"1247","ambiguity",1,1
"1248","resolutely",1,1
"1249","frankly",2,1
"1250","desired",4,1
"1251","peace",23,1
"1252","opportunities",2,1
"1253","rest",16,1
"1254","insisted",2,1
"1255","endeavored",1,1
"1256","uneasiness",1,1
"1257","busy",5,1
"1258","rumor",3,1
"1259","forget",5,1
"1260","throw",4,1
"1261","vanity",2,1
"1262","qualifying",2,1
"1263","eace",1,1
"1264","contemplated",1,1
"1265","detract",1,1
"1266","france's",6,1
"1267","requite",1,1
"1268","sacrifice",4,1
"1269","m)aking",1,1
"1270","necessity",5,1
"1271","defending",1,1
"1272","organizing",2,1
"1273","developing",1,1
"1274","acquisitions",1,1
"1275","east",16,1
"1276","suggested",7,1
"1277","theim",1,1
"1278","pittance",1,1
"1279","hesuez",1,1
"1280","canal",8,1
"1281","uat",1,1
"1282","suggests",2,1
"1283","discusses",1,1
"1284","protection",4,1
"1285","announcement",2,1
