"","words","term.freq","doc.freq"
"217","easily",1,1
"218","war",28,1
"219","maddened",1,1
"220","check",3,1
"221","advicj",1,1
"222","minister",7,1
"223","ytt",1,1
"224","lent",3,1
"225","troop",2,1
"226","keep",5,1
"227","brick",1,1
"228","windows",3,1
"229","turbulent",1,1
"230","abeyance",1,1
"231","ht,s",1,1
"232","door",3,1
"233","bank",7,1
"234","send",7,1
"235","keys",2,1
"236","offered",5,1
"237","shelter",2,1
"238","hii",1,1
"239","roof",2,1
"240","accountable",1,1
"241","safe",4,1
"242","safety",1,1
"243","contents",1,1
"244","y;u",1,1
"245","england",24,1
"246","thlrk",1,1
"247","necessary",1,1
"248","materials",3,1
"249","hut",6,1
"250","mamma",1,1
"251","shut",1,1
"252","rase",2,1
"253","emergency",1,1
"254","harem",1,1
"255","guarded",2,1
"256","monstrous",1,1
"257","counsel",2,1
"258","done",17,1
"259","groes",1,1
"260","prisoners",2,1
"261","canada:usa",42,1
"262","little",19,1
"263","hot",3,1
"264","statesmen",1,1
"265","surprised",2,1
"266","find",5,1
"267","course",10,1
"268","peddle",1,1
"269","canoe",2,1
"270","american",13,1
"271","steamer",1,1
"272","throwing",1,1
"273","tow-rent",1,1
"274","omrirta",1,1
"275","shoes",2,1
"276","slippers",2,1
"277","osltsrs",1,1
"278","sad",6,1
"279","wemsn",1,1
"280","tilt",2,1
"281","beet",4,1
"282","overshoes",1,1
"283","yea's",1,1
"284","women's",1,1
"285","children's",3,1
"286","butters",1,1
"287","women",26,1
"288","misses",1,1
"289","beets",2,1
"290","kinds",6,1
"291","mature",1,1
"292","vary",1,1
"293","food",6,1
"294","travelling",1,1
"295","abroad",3,1
"296","majesty",3,1
"297","throat",3,1
"298","lungs",2,1
"299","misions",1,1
"300","sudden",2,1
"301","fright",1,1
"302","doee",1,1
"303","frien",1,1
"304","object",2,1
"305","intended",2,1
"306","ally",1,1
"307","adopts",1,1
"308","incognita",1,1
"309","countess",2,1
"310","persons",7,1
"311","die",7,1
"312","annually",7,1
"313","eng",1,1
"314","followed",4,1
"315","sleep",3,1
"316","usa:england",15,1
"317","siblo",1,1
"318","ministers",1,1
"319","day",15,1
"320","hia",2,1
"321","co-operate",1,1
"322","thmet",1,1
"323","pamfui",1,1
"324","lomplalaw",1,1
"325","win",2,1
"326","prevail",1,1
"327","horee",1,1
"328","italy",4,1
"329","alas",2,1
"330","red",12,1
"331","rocks",2,1
"332","crimson",2,1
"333","pink",4,1
"334","rolling",3,1
"335","corniche",1,1
"336","road",8,1
"337","rat",1,1
"338","hole",1,1
"339","pleut",1,1
"340","plheï",1,1
"341","baying",1,1
"342","camp",4,1
"343","longer",3,1
"344","blasted",1,1
"345","mer",1,1
"346","oloude",1,1
"347","smaller",2,1
"348","dashes",1,1
"349","streaks",1,1
"350","runs",4,1
"351","reaches",2,1
"352","ering",1,1
"353","stones",2,1
"354","cellar",2,1
"355","nnished",1,1
"356","view",6,1
"357","carcass",1,1
"358","canary",2,1
"359","hand",3,1
"360","appearing",2,1
"361","usual",3,1
"362","feathery",1,1
"363","clouds",1,1
"364","level",2,1
"365","shore",5,1
"366","grew",7,1
"367","wall",2,1
"368","effectual",1,1
"369","ere",3,1
"370","busily",1,1
"371","engaged",3,1
"372","skinning",1,1
"373","muddy",1,1
"374","white",9,1
"375","color",1,1
"376","low-lying",1,1
"377","couth",1,1
"378","side",7,1
"379","bar",2,1
"380","front",5,1
"381","aloes",1,1
"382","yellow",2,1
"383","horned",1,1
"384","poppy",1,1
"385","hashes",1,1
"386","fill",1,1
"387","plaster",1,1
"388","mixed",1,1
"389","bearing",1,1
"390","crashing",1,1
"391","bush",3,1
"392","rooks",1,1
"393","wss",1,1
"394","fort",2,1
"395","right",6,1
"396","peninsula",2,1
"397","monaco",1,1
"398","plants",4,1
"399","able",2,1
"400","bear",4,1
"401","broken",2,1
"402","glass",3,1
"403","holes",1,1
"404","wood",6,1
"405","growls,,we",1,1
"406","looked",3,1
"407","rum",1,1
"408","fortress",1,1
"409","built",6,1
"410","probab",1,1
"411","palace",3,1
"412","rises",1,1
"413","sternly",1,1
"414","gloom",1,1
"415","sand",1,1
"416","large",17,1
"417","sea",9,1
"418","ped",1,1
"419","nailing",1,1
"420","orchard",1,1
"421","cud",1,1
"422","horrified",1,1
"423","rears",1,1
"424","ago",14,1
"425","possibly",2,1
"426","tete",1,1
"427","chien",1,1
"428","tly",1,1
"429","square",5,1
"430","outline",1,1
"431","torn",2,1
"432","room",3,1
"433","garden",3,1
"434","grizzly",1,1
"435","bears",2,1
"436","female",1,1
"437","cube",1,1
"438","company",12,1
"439","wilt",1,1
"440","apply",3,1
"441","espion",1,1
"442","parliament",5,1
"443","enable",1,1
"444","extend",4,1
"445","operation",2,1
"446","head",5,1
"447","quinze",4,1
"448","rapid",1,1
"449","vttawa",1,1
"450","purcha*eor",1,1
"451","construct",4,1
"452","operate",3,1
"453","hie*mboata",1,1
"454","togs",1,1
"455","acquire",2,1
"456","wharves",1,1
"457","piers",2,1
"458","collect",1,1
"459","wlogs",1,1
"460","enquire",1,1
"461","booms",1,1
"462","ottawa",23,1
"463","chandlers",1,1
"464","falls",2,1
"465","telegraph",2,1
"466","telephone",2,1
"467","lines",6,1
"468","nnd",2,1
"469","increase",5,1
"470","capital",5,1
"471","stock",8,1
"472","issue",3,1
"473","debentures",1,1
"474","amount",6,1
"475","exceed",1,1
"476","dollars",26,1
"477","debutante",1,1
"478","lugger",1,1
"479","cats",1,1
"480","comrades",2,1
"481","getting",2,1
"482","paid",7,1
"483","killing",3,1
"484","fellow",1,1
"485","manners",1,1
"486","methods",3,1
"487","perseribed",1,1
"488","sort",2,1
"489","amusement",1,1
"490","aimy",1,1
"491","regulations",2,1
"492","vi-dalla",1,1
"493","court",5,1
"494","house",14,1
"495","settlement",1,1
"496","immediately",1,1
"497","opposite",3,1
"498","matches",1,1
"499","mississippi",1,1
"500","morning",8,1
"501","dressed",4,1
"502","duty",5,1
"503","sunrise",2,1
"504","wondering",3,1
"505","stretch",2,1
"506","break",1,1
"507","journal",1,1
"508","indulging",1,1
"509","habit",1,1
"510","prevalent",2,1
"511","slandering",1,1
"512","canadians",10,1
"513","misrepresenting",1,1
"514","bishop",4,1
"515","latteche",1,1
"516","hivers",1,1
"517","shaking",1,1
"518","favor",5,1
"519","annexation",4,1
"520","nited",1,1
"521","remain",5,1
"522","stigma",1,1
"523","disgraceful",1,1
"524","acction",2,1
"525","plain",3,1
"526","terms",1,1
"527","repudiated",1,1
"528","expression",1,1
"529","harboring",1,1
"530","tiuient",1,1
"531","astoan",1,1
"532","especially",4,1
"533","injurious",2,1
"534","assertion",1,1
"535","french-canadians",1,1
"536","ready",4,1
"537","aid",2,1
"538","destruction",1,1
"539","canadian",47,1
"540","confederation",3,1
"541","protest",2,1
"542","imputation",1,1
"543","country",30,1
"544","disloyal",1,1
"545","mother",4,1
"546","totally",1,1
"547","unworthy",1,1
"548","proverbial",1,1
"549","loyalty",1,1
"550","french",15,1
"551","manly",1,1
"552","silence",2,1
"553","traducers",1,1
"554","probably",7,1
"555","recommence",1,1
"556","calumnies",1,1
"557","physician",1,1
"558","walking",1,1
"559","friend",3,1
"560","fttn",1,1
"561","ip*i",1,1
"562","council",1,1
"563","voted",1,1
"564","francs",1,1
"565","avoid",2,1
"566","pretty",4,1
"567","woman",5,1
"568","expenses",1,1
"569","knows",3,1
"570","cady",1,1
"571","represent",2,1
"572","oaete",1,1
"573","looks",1,1
"574","indignation",1,1
"575","tfie",1,1
"576","tended",4,1
"577","understand",1,1
"578","illinoft",1,1
"579","press",1,1
"580","association",2,1
"581","misfortune",1,1
"582","dispatch",3,1
"583","wbxed",1,1
"584","strong",5,1
"585","build",2,1
"586","remark",2,1
"587","slipped",1,1
"588","ont",7,1
"589","oon",1,1
"590","chicago",5,1
"591","feature",4,1
"592","trary",1,1
"593","doctor",6,1
"594","saved",2,1
"595","lecture",3,1
"596","seat",2,1
"597","guest",1,1
"598","inn",2,1
"599","exclaimed",1,1
"600","clubs",2,1
"601","landlord",2,1
"602","worse",2,1
"603","list",3,1
"604","orleans",2,1
"605","devoted",5,1
"606","study",2,1
"607","yearl",1,1
"608","impossible",1,1
"609","sir",7,1
"610","political",7,1
"611","economy",2,1
"612","tbe",5,1
"613","oignon",1,1
"614","reply",2,1
"615","southern",3,1
"616","cities",7,1
"617","busy",2,1
"618","studying",1,1
"619","sub",2,1
"620","witness",3,1
"621","pre",4,1
"622","ject",1,1
"623","fitting",1,1
"624","duties",3,1
"625","rise",1,1
"626","statement",3,1
"627","afraid",1,1
"628","citizenship",1,1
"629","north",13,1
"630","northwest",1,1
"631","telling",2,1
"632","untruth",1,1
"633","promptly",4,1
"634","isquiry",1,1
"635","sanity",1,1
"636","york",10,1
"637","property",3,1
"638","witnesses",2,1
"639","adcj",1,1
"640","brooklyn",2,1
"641","listened",2,1
"642","bun",4,1
"643","weie",1,1
"644","called",6,1
"645","prove",3,1
"646","unfit",1,1
"647","lectures",1,1
"648","subject",3,1
"649","mansge",1,1
"650","affairs",6,1
"651","curious",1,1
"652","slip",2,1
"653","school-master",1,1
"654","nex",1,1
"655","formed",4,1
"656","opinion",8,1
"657","state",6,1
"658","âffeotone",1,1
"659","village",7,1
"660","custom",4,1
"661","continu",1,1
"662","mind",3,1
"663","allegeo",1,1
"664","lunatic",1,1
"665","gue",1,1
"666","economical",4,1
"667","states:usa",11,1
"668","legislative",2,1
"669","body",4,1
"670","represented",2,1
"671","receive",3,1
"672","pay",4,1
"673","services",3,1
"674","congress",4,1
"675","lowed",1,1
"676","usa::and",1,1
"677","windsor",2,1
"678","lived",3,1
"679","statements",1,1
"680","sont",1,1
"681","broadcast",1,1
"682","sentiment",1,1
"683","existed",4,1
"684","party",5,1
"685","differences",1,1
"686","denied",2,1
"687","wizard",1,1
"688","promoting",2,1
"689","opponent",1,1
"690","public",8,1
"691","welfare",1,1
"692","common",4,1
"693","test",4,1
"694","constituency",1,1
"695","union",3,1
"696","regard",4,1
"697","prin",1,1
"698","favorable",3,1
"699","hear",6,1
"700","pie",4,1
"701","connection",3,1
"702","principle",2,1
"703","wee",3,1
"704","charged",2,1
"705","col",2,1
"706","controls",1,1
"707","warn",4,1
"708","annexationist",1,1
"709","quee",1,1
"710","white's",1,1
"711","assurance",1,1
"712","hts",1,1
"713","dwarf",1,1
"714","utter",1,1
"715","insignificance",1,1
"716","views",2,1
"717","relations",3,1
"718","ventured",1,1
"719","assert",1,1
"720","position",7,1
"721","changed",2,1
"722","politi-citizeni",1,1
"723","greatest",10,1
"724","empire",9,1
"725","known",24,1
"726","independence",1,1
"727","patter-civilisation",1,1
"728","commanded",2,1
"729","marked",3,1
"730","share",2,1
"731","sae",1,1
"732","sweet",2,1
"733","meek",1,1
"734","wet",2,1
"735","filioupnemm",1,1
"736","ick",1,1
"737","headache",4,1
"738","rittge",1,1
"739","fact",10,1
"740","faune",1,1
"741","holmes",1,1
"742","losing",2,1
"743","lost",6,1
"744","quitting",1,1
"745","chosen",2,1
"746","refuse",3,1
"747","assist",1,1
"748","certain",7,1
"749","ance",1,1
"750","solicitor",1,1
"751","preparing",1,1
"752","vour",1,1
"753","musgrave",3,1
"754","lieen",1,1
"755","doing",2,1
"756","fence",2,1
"757","suppose",1,1
"758","browning",1,1
"759","possession",1,1
"760","undoubted",2,1
"761","proceedings",1,1
"762","remained",2,1
"763","nwstery",1,1
"764","proof",4,1
"765","rented",1,1
"766","mistaken",1,1
"767","mount",1,1
"768","street",5,1
"769","taken",10,1
"770","apartments",2,1
"771","happen",1,1
"772","pounds",12,1
"773","gave",2,1
"774","hyde",1,1
"775","park",5,1
"776","story",4,1
"777","look",10,1
"778","rooms",3,1
"779","recognie",1,1
"780","ould",1,1
"781","protect",5,1
"782","engineer",2,1
"783","secure",5,1
"784","railroad",3,1
"785","passage",3,1
"786","aurons",1,1
"787","kng-hull",1,1
"788","channel",3,1
"789","moans",1,1
"790","bridge",8,1
"791","tunnel",4,1
"792","double",1,1
"793","device",1,1
"794","alleged",1,1
"795","advantages",2,1
"796","secured",4,1
"797","meet",7,1
"798","opposition",3,1
"799","number",13,1
"800","leading",9,1
"801","military",6,1
"802","authorit",1,1
"803","question",4,1
"804","transit",1,1
"805","acting",1,1
"806","a*i",1,1
"807","vice",1,1
"808","declined",1,1
"809","liecauae",1,1
"810","believed",3,1
"811","knglisli",1,1
"812","end",18,1
"813","holding",1,1
"814","command",1,1
"815","passageway",1,1
"816","quickly",6,1
"817","pour",10,1
"818","ujh.ii",1,1
"819","thou-hands",1,1
"820","fngland",1,1
"821","vadlng",1,1
"822","capturing",1,1
"823","island",8,1
"824","exnosing",1,1
"825","thenmlves",1,1
"826","risk",1,1
"827","meeting",4,1
"828","english",13,1
"829","vessels",1,1
"830","coming",3,1
"831","source",2,1
"832","project",1,1
"833","hridgv",1,1
"834","eeii",1,1
"835","advanced",4,1
"836","take",15,1
"837","cost",12,1
"838","construction",1,1
"839","times",10,1
"840","painting",1,1
"841","preliably",1,1
"842","larger",3,1
"843","maintaining",1,1
"844","iimler",1,1
"845","tl\e",1,1
"846","conditions",6,1
"847","continued",2,1
"848","teriii",1,1
"849","usefulness",1,1
"850","lie",3,1
"851","bettered",1,1
"852","guns",5,1
"853","armor-clad",1,1
"854","vessel",1,1
"855","knglish",1,1
"856","structure",2,1
"857","captured",1,1
"858","canada:united",5,1
"859","germany",16,1
"860","stands",3,1
"861","compared",2,1
"862","britain",12,1
"863","deaths",3,1
"864","accidents",1,1
"865","railways",3,1
"866","cars",3,1
"867","steamboats",1,1
"868","vehicles",2,1
"869","numbered",1,1
"870","fifty-four",1,1
"871","preparation",2,1
"872","pierce",1,1
"873","favorite",1,1
"874","witn",1,1
"875","popular",4,1
"876","approval",1,1
"877","distance",1,1
"878","scription",1,1
"879","want",5,1
"880","nasal",1,1
"881","lialm",1,1
"882","acknowledged",1,1
"883","iwinc",1,1
"884","world",17,1
"885","famed",1,1
"886","remedy",4,1
"887","cold",4,1
"888","doubt",4,1
"889","catarrh",2,1
"890","medicine",2,1
"891","womanhood",1,1
"892","affords",1,1
"893","striking",2,1
"894","instance",2,1
"895","bridged",1,1
"896","peril",1,1
"897","wrong",3,1
"898","ous",1,1
"899","casings",1,1
"900","servant",1,1
"901","drank",1,1
"902","singula",1,1
"903","incident",1,1
"904","arising",1,1
"905","deeply",2,1
"906","slept",1,1
"907","perambu",1,1
"908","oent",1,1
"909","evere",1,1
"910","weather",3,1
"911","reported",3,1
"912","lated",1,1
"913","untimely",1,1
"914","hours",2,1
"915","rom",1,1
"916","rsetshire",1,1
"917","birds",3,1
"918","tine",1,1
"919","rambling",1,1
"920","locally",1,1
"921","fieldfares",1,1
"922","quests",1,1
"923","neyh",1,1
"924","perils",1,1
"925","waters",2,1
"926","kurils",1,1
"927","angry",1,1
"928","tears",1,1
"929","t-mlbss",1,1
"930","life",11,1
"931","comparatively",1,1
"932","arrivals",2,1
"933","attracted",1,1
"934","bettor",1,1
"935","expectations",1,1
"936","highly",1,1
"937","work",29,1
"938","con",6,1
"939","r,,l,s",1,1
"940","nection",1,1
"941","fair",5,1
"942","lud",1,1
"943","maining",1,1
"944","resi",1,1
"945","wool",4,1
"946","dents",1,1
"947","thousands",47,1
"948","nien",1,1
"949","beans",1,1
"950","families",6,1
"951","declared",1,1
"952","qrt,el",1,1
"953","pork",1,1
"954","starving",2,1
"955","bad",2,1
"956","stay",1,1
"957","hides",1,1
"958","lbs",3,1
"959","poorest",1,1
"960","b,t",1,1
"961","accounts",1,1
"962","newspa",1,1
"963","chickens",1,1
"964","nvr.n",1,1
"965","plo",1,1
"966","bro-iii",1,1
"967","lew",1,1
"968","cent",11,1
"969","upwards",4,1
"970","probable",2,1
"971","legitimate",3,1
"972","conservative",3,1
"973","wild",1,1
"974","cat",1,1
"975","gambling",1,1
"976","kantksi",1,1
"977","ileal",1,1
"978","estate",1,1
"979","ivoans",1,1
"980","fields",8,1
"981","columbia",4,1
"982","washing",2,1
"983","ton",4,1
"984","missouri",3,1
"985","write",9,1
"986","stating",2,1
"987","class",5,1
"988","inyost-ments",1,1
"989","preferred",2,1
"990","representing",2,1
"991","west",13,1
"992","kootenay",1,1
"993","silver",1,1
"994","columbia*american",1,1
"995","western",11,1
"996","consolidated",1,1
"997","development",1,1
"998","mining",4,1
"999","companies",2,1
"1000","b.o",1,1
"1001","mar",1,1
"1002","bio",1,1
"1003","cave",3,1
"1004","address",4,1
"1005","lynch,offices",1,1
"1006","spokane",1,1
"1007","wash",1,1
"1008","toronto",6,1
"1009","montreal",8,1
"1010","towns",4,1
"1011","pen",1,1
"1012","pilgrims",1,1
"1013","surrounded",2,1
"1014","tomb",2,1
"1015","patriarchs",1,1
"1016","bared",1,1
"1017","heads",1,1
"1018","crowd",1,1
"1019","vil",1,1
"1020","rear",1,1
"1021","noticed",3,1
"1022","relimits",1,1
"1023","error",1,1
"1024","widely",1,1
"1025","lagers",1,1
"1026","slow",3,1
"1027","process",2,1
"1028","photographing",1,1
"1029","spread",3,1
"1030","represents",2,1
"1031","japan",6,1
"1032","having",7,1
"1033","entered",4,1
"1034","arrival",2,1
"1035","thronged",1,1
"1036","vogue",2,1
"1037","ricans",1,1
"1038","movement",4,1
"1039","kuropean",1,1
"1040","civilization",2,1
"1041","pham",1,1
"1042","huston",1,1
"1043","llieulogic.il",1,1
"1044","accustomed",1,1
"1045","instantaneous",1,1
"1046","need",9,1
"1047","read",3,1
"1048","school",6,1
"1049","mounted",4,1
"1050","spoke",2,1
"1051","nervous",2,1
"1052","lone",3,1
"1053","exposure",1,1
"1054","perceive",1,1
"1055","animus",1,1
"1056","inspired",1,1
"1057","sentences",1,1
"1058","impressive",1,1
"1059","manner",3,1
"1060","plate",3,1
"1061","required",4,1
"1062","article",4,1
"1063","seen",7,1
"1064","tne",1,1
"1065","sink",1,1
"1066","photographer",1,1
"1067","took",5,1
"1068","trials",1,1
"1069","wore",2,1
"1070","joct",1,1
"1071","discredit",1,1
"1072","group",4,1
"1073","journeyed",1,1
"1074","satisfactory",2,1
"1075","result",9,1
"1076","obtained",3,1
"1077","protestant",2,1
"1078","missionaries",2,1
"1079","feel",2,1
"1080","inspiration",1,1
"1081","operating",5,1
"1082","int",2,1
"1083","hat",3,1
"1084","arose",1,1
"1085","spot",3,1
"1086","photographed",1,1
"1087","days",16,1
"1088","england::it",1,1
"1089","baker",3,1
"1090","englishman",2,1
"1091","qualified",1,1
"1092","speak",3,1
"1093","egypt",5,1
"1094","gain",2,1
"1095","immensely",1,1
"1096","settled",4,1
"1097","occupation",1,1
"1098","permanent",3,1
"1099","asserts",1,1
"1100","compelled",1,1
"1101","name",7,1
"1102","evacuate",1,1
"1103","earlier",4,1
"1104","years",51,1
"1105","soudan",1,1
"1106","reconquered",1,1
"1107","developed",6,1
"1108","wonderful",1,1
"1109","resources",4,1
"1110","interior",2,1
"1111","obtain",1,1
"1112","cotton",2,1
"1113","wheat",3,1
"1114","regions",2,1
"1115","nile",2,1
"1116","tributaries",1,1
"1117","abyssinia",1,1
"1118","controlled",1,1
"1119","series",3,1
"1120","weirs",1,1
"1121","gateexhat",1,1
"1122","raise",3,1
"1123","thelevel",1,1
"1124","bury",1,1
"1125","cataracts",1,1
"1126","means",5,1
"1127","irrigation",3,1
"1128","waterless",1,1
"1129","unproductive",3,1
"1130","deserts",1,1
"1131","vast",4,1
"1132","surplus",2,1
"1133","annual",4,1
"1134","hoods",1,1
"1135","whieh",1,1
"1136","recklessly",1,1
"1137","waste",3,1
"1138","silting",1,1
"1139","shores",5,1
"1140","mediterranean",3,1
"1141","storage",1,1
"1142","powers",1,1
"1143","lower",3,1
"1144","prophecy",1,1
"1145","implies",1,1
"1146","wonoemd",1,1
"1147","progress",2,1
"1148","eiders",1,1
"1149","developments",1,1
"1150","past",13,1
"1151","dark",6,1
"1152","continent",5,1
"1153","fulfilment",1,1
"1154","improbable",1,1
"1155","taring",1,1
"1156","remarks",2,1
"1157","regarding",1,1
"1158","ber",2,1
"1159","peuple",1,1
"1160","county",10,1
"1161","relative",1,1
"1162","division",3,1
"1163","aud",5,1
"1164","anew",1,1
"1165","election",2,1
"1166","held.-carried",1,1
"1167","situation",5,1
"1168","deemed",1,1
"1169","servative",2,1
"1170","rank",3,1
"1171","s«e",1,1
"1172","apologize",1,1
"1173","chairman",2,1
"1174","came",10,1
"1175","worker",1,1
"1176","candidate",1,1
"1177","given",5,1
"1178","support",2,1
"1179","mercier",4,1
"1180","unanimous",1,1
"1181","to-day",6,1
"1182","cer-bomething",1,1
"1183","speaker",2,1
"1184","felt",3,1
"1185","assured",1,1
"1186","deal",3,1
"1187","talnly",1,1
"1188","afu",1,1
"1189","email",1,1
"1190","held",7,1
"1191","shawville",2,1
"1192","co-operation",2,1
"1193","sacrifice",3,1
"1194","principles",1,1
"1195","lhat",1,1
"1196","wbat",1,1
"1197","liberal",2,1
"1198","friends",3,1
"1199","lick",1,1
"1200","grit",1,1
"1201","adversariea",1,1
"1202","explained",2,1
"1203","ridding",1,1
"1204","bring",5,1
"1205","electors",2,1
"1206","period",7,1
"1207","theboodlere",1,1
"1208","months",11,1
"1209","receiving",2,1
"1210","particular",2,1
"1211","merit",2,1
"1212","power",11,1
"1213","candidate,in",1,1
"1214","telegrame",1,1
"1215","parta",1,1
"1216","possessed",1,1
"1217","crisis",2,1
"1218","oui",1,1
"1219","history",8,1
"1220","underfront",1,1
"1221","parties",2,1
"1222","reached",4,1
"1223","millions",11,1
"1224","standard-bearer",1,1
"1225","peo",3,1
"1226","roads",8,1
"1227","debt",1,1
"1228","peddled",1,1
"1229","propie",1,1
"1230","meant",1,1
"1231","realized",3,1
"1232","honest",4,1
"1233","gov",1,1
"1234","around,france",1,1
"1235","important",5,1
"1236","ernment",1,1
"1237","return",5,1
"1238","band",1,1
"1239","ceived",1,1
"1240","lhsn",1,1
"1241","lhree",1,1
"1242","scoundrels",1,1
"1243","thieves",1,1
"1244","charge",7,1
"1245","forget",4,1
"1246","rule",2,1
"1247","onght",1,1
"1248","unite",1,1
"1249","province",11,1
"1250","whit",1,1
"1251","done,but",1,1
"1252","enduring",1,1
"1253","mon",3,1
"1254","d,reet",1,1
"1255","taxation",1,1
"1256","tand",1,1
"1257","pontiac",4,1
"1258","ument",1,1
"1259","rendered",1,1
"1260","exist",3,1
"1261","closed",1,1
"1262","mines",6,1
"1263","tax",2,1
"1264","elect",1,1
"1265","representative",2,1
"1266","vote",1,1
"1267","mercierism",1,1
"1268","bryson",1,1
"1269","cal",3,1
"1270","meea*e",1,1
"1271","vor",1,1
"1272","hones",1,1
"1273","government",18,1
"1274","willing",2,1
"1275","allow",1,1
"1276","umet",1,1
"1277","worlh",1,1
"1278","proposed",3,1
"1279","deny",1,1
"1280","fit#county",1,1
"1281","conserva",1,1
"1282","humbugged",1,1
"1283","sectional",1,1
"1284","appeals",2,1
"1285","poupore",1,1
"1286","folly.,k",1,1
"1287","folly",1,1
"1288","mftn",1,1
"1289","defded",1,1
"1290","h,m",1,1
"1291","thy",1,1
"1292","owing",4,1
"1293","believe",2,1
"1294","elector",1,1
"1295","give",11,1
